"id","name","packaging_signalled","bottlesize_signalled","fill_level_signalled","state_signalled","bottlesize_l","fill_level","state","packaging","sold","price"
22621,"The Wild Boys of Batonnage Club Batonnage 2013 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","lose",1,290
22622,"The Wild Boys of Batonnage Club Batonnage 2014 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","lose",1,220
22623,"Alzinger, Leo Loibner Grüner Veltliner Reserve 2015 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,70
22624,"Alzinger, Leo Riesling Reserve 2014 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,40
22625,"Hirtzberger, Franz Hochrain Riesling Smaragd 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,100
22626,"Hirtzberger, Franz Setzberg Riesling Smaragd 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,80
22627,"Hirtzberger, Franz Setzberg Riesling Smaragd 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,70
22628,"Turley Cellars Hayne Vineyard Zinfandel 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,180
22629,"Chateau de Camensac 1982 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt","None",1,55
22630,"Ruinart Dom Ruinart Rosé Brut 1996 0,75 l",1,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett beschädigt","lose",1,145
22631,"Burlotto Barolo Monvigliero 2010 0,75 l",1,1,1,1,0.75,"in","in","lose",1,150
22632,"Chateau Chasse-Spleen 1996 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","lose",1,210
22633,"Sattlerhof Sernauberg Sauvignon Blanc 2009 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,150
22634,"Chateau Latour 2004 1,5 l",NULL,1,1,1,1.5,"in","in, Etikett verschmutzt","None",1,830
22635,"Domaine Leflaive Bienvenues Batard Montrachet Grand Cru 2000 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett stark verschmutzt, kellergrau, Zusatzaufkleber","None",1,300
22636,"Chateau Palmer 1983 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","lose",1,460
22637,"Chateau Palmer 1983 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","lose",1,470
22638,"Weingut Müller-Catoir Haardter Bürgergarten Riesling Eiswein 1999 0,375 l",NULL,1,1,1,0.37,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",NULL,0
22639,"Isole e Olena Cepparello 1995 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht verschmutzt","None",NULL,0
22640,"Rocche dei Manzoni Bricco Manzoni di Valentino 1993 5,0 l",NULL,1,1,1,5,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt","None",NULL,0
22641,"Weingut Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese 1998 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, Kapsel oxidiert","None",NULL,0
22642,"Antinori Tignanello 1989 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",NULL,0
22643,"Chateau Belgrave 2003 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",NULL,0
22644,"Antinori Tignanello 2009 0,75 l",NULL,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","None",NULL,0
22645,"Chabasse Cognac Chabasse XO Imperial NV  0,7 l",1,1,1,1,0.7,"1 cm","1 cm","1er OC",NULL,0
22646,"Chateau Rieussec 1989 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22647,"Domaine Font de Michelle Chateauneuf-du-Pape Cuvee Etienne Gonnet 1995 0,75 l(2)",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
22648,"Chateau Pichon Longueville Comtesse de Lalande 2014 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,270
22649,"Gerbet, Francois Vosne Romanee Les Petits Monts 1er Cru 2008 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,120
22650,"Chateau Mouton-Rothschild 1971 0,75 l",NULL,1,1,1,0.75,"hs-ms","hs-ms, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Zusatzetikett vom Händler, Leimstreifen","None",NULL,0
22651,"Labet, Pierre Beaune Les Coucherion 1er Cru 2009 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",1,120
22652,"Chateau Leoville-Barton 1998 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","None",1,140
22653,"Germanier, Jean-Rene Syrah du Valais Cayas Reserve 2004 0,75 l(1)",NULL,1,1,1,0.75,"3 cm","3 cm, Etikett ganz leicht verschmutzt","None",NULL,0
22654,"Domaine Ramonet Chassagne-Montrachet ""Clos de la Boudriotte"" 1er Cru Rouge  2017 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, 1x Etikett ganz leicht verschmutzt","None",1,110
22655,"Moet & Chandon Dom Perignon Brut 1983 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel beschädigt","lose",1,200
22656,"Sattlerhof Sernauberg Sauvignon Blanc 2008 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
22657,"Chateau Pontet-Canet 2012 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,220
22658,"Chateau de Candale 1998 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
22659,"Chateau de Candale 1998 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
22660,"Baron Patrick de Ladoucette du Chateau Nozet Pouilly Fume Baron de L 1990 0,75 l",NULL,1,1,1,0.75,"6,5 cm","6,5 cm, Kapsel oxidiert","None",1,30
22661,"Chateau de Beaucastel Chateauneuf-du-Pape 1983 0,75 l",NULL,1,1,1,0.75,"4 cm","4 cm, Etikett ganz leicht verschmutzt, Kapsel stark beschädigt","None",1,105
22662,"Chateau Cameron 1990 0,375 l(1)",NULL,1,1,1,0.37,"in","in, Etikett stark verschmutzt","None",NULL,0
22663,"Ornellaia Le Volte 2003 0,75 l(3)",NULL,1,1,1,0.75,"ts","ts, Etiketten leicht verschmutzt","None",1,75
22664,"Bonneau, Henri Chateauneuf-du-Pape Reserve des Celestins 2009 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,245
22665,"Bonneau, Henri Chateauneuf-du-Pape Reserve des Celestins 2011 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,175
22666,"Bonneau, Henri Chateauneuf-du-Pape Reserve des Celestins 2012 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",NULL,0
22667,"Chateau de Beaucastel Chateauneuf-du-Pape 2000 0,75 l",1,1,1,1,0.75,"1","1,5 cm","12er OHK",NULL,0
22668,"Weingut Fred Prinz Hallgartner Jungfer Reisling Spätlese Goldkapsel 2017 0,375 l",NULL,1,1,1,0.37,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22669,"Weingut Fred Prinz Hallgartner Jungfer Reisling Spätlese Goldkapsel 2017 0,375 l(2)",NULL,1,1,1,0.37,"1 cm","1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22947,"Il Palazzino Grosso Sanese 2004 1,5 l",NULL,1,1,1,1.5,"in","in, Etikett ganz leicht verschmutzt","None",1,35
22670,"Weingut Dreissigacker Bechtheimer Einzigacker Weißburgunder 2013 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett leicht verschmutzt","None",1,40
22671,"Weingut Dreissigacker Bechtheimer Riesling trocken 2014 1,5 l",NULL,1,1,1,1.5,"1 cm","1 cm","None",1,70
22672,"Weingut St. Antony Niersteiner Orbel Riesling Auslese Goldkapsel 2006 0,375 l",NULL,1,1,1,0.37,"1 cm","1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,60
22673,"Weingut St. Antony Niersteiner Orbel Riesling Auslese Goldkapsel 2006 0,375 l",NULL,1,1,1,0.37,"1 cm","1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22674,"Veuve Clicquot Ponsardin Rosé Brut NV 1,5 l",NULL,1,1,1,1.5,"1 cm","1 cm","None",1,80
22675,"Chanson Pere & Fils Corton Grand Cru 2013 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,90
22676,"Chapuis, Maurice Corton Les Perriers Grand Cru 1996 1,5 l",NULL,1,1,1,1.5,"3 cm","3 cm, Etikett ganz leicht beschädigt, leicht verschmutzt, ganz leicht kellergrau, Kapsel ganz leicht beschädigt","None",1,135
22677,"Camus, Pere & Fils Mazy Chambertin Grand Cru 1990 0,75 l",NULL,1,1,1,0.75,"1","1,5 cm","None",1,90
22678,"Heymann Löwenstein Winninger Röttgen Riesling Beerenauslese 2000 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
22679,"Villa Banfi Cabernet-Sauvignon Tavernelle 1984 1,5 l",NULL,1,1,1,1.5,"hs","hs, Etikett leicht verschmutzt, Kapsel oxidiert, Leckspuren","None",NULL,0
22680,"Calissano Barbaresco Riserva Speciale 1968 0,75 l(1)",NULL,1,1,1,0.75,"5 cm","5 cm, Etikett ganz leicht verschmutzt","None",1,40
22681,"Patz & Hall Hyde Vineryard Pinot Noir 2012 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,270
22682,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1990 0,75 l",NULL,1,1,1,0.75,"hf-in","hf-in, Etikett ganz leicht beschädigt","None",1,210
22683,"Usseglio, Pierre Chateauneuf du Pape 2004 0,75 l(11)",NULL,1,1,1,0.75,"1","1,5 cm","None",NULL,0
22684,"Gelas, B. & Fils Vieil Armagnac 1931 0,7 l",1,1,1,1,0.7,"ts","ts, Etikett ganz leicht verschmutzt","1er OC",NULL,0
22685,"Chateau Rauzan-Gassies 1967 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",NULL,0
22686,"Chateau de la Roulerie Coteaux du Layon Chaume les Aunis 1997 0,375 l(2)",NULL,1,1,1,0.37,"2 cm","2 cm, Etiketten ganz leicht verschmutzt","None",NULL,0
22687,"Bodegas Berberana Vina Alarde Gran Reserva 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten leicht verschmutzt","None",1,60
22688,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,390
22689,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,410
22690,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","1er OC",1,390
22691,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,380
22692,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","1er OC",1,410
22693,"Moet & Chandon Dom Perignon Brut 1980 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,225
22694,"Moet & Chandon Dom Perignon Brut 1983 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etiketten ganz leicht beschädigt","None",1,430
22695,"Moet & Chandon Dom Perignon Brut 1983 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt","None",1,230
22696,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,770
22697,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,750
22698,"Bodegas Berberana Vina Alarde Gran Reserva 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,40
22699,"Capanna Brunello di Montalcino Riserva 1999 3,0 l",NULL,1,1,1,3,"in","in, Etikett ganz leicht verschmutzt, Kapsel beschädigt","None",1,155
22700,"Levi, Serafino Grappa - braun 48 % Vol. 2005 0,7 l",NULL,1,1,1,0.7,"5 cm","5 cm","None",NULL,0
22701,"Bodegas Guelbenzu Lautus 1998 0,75 l(2)",NULL,1,1,1,0.75,"in","in, Etiketten stark beschädigt, stark verschmutzt","None",1,125
22702,"Bodegas Alejandro Fernandez Pesquera Crianza 1997 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,195
22703,"Domaine Drouhin Laroze Chambertin Clos de Beze Grand Cru 1985 0,375 l",NULL,1,1,1,0.37,"1,5 cm","1,5 cm, Etikett leicht verschmutzt","None",1,90
22704,"Bodegas Valduero Valduero Reserva 2004 0,75 l(3)",NULL,1,1,1,0.75,"in","in","None",1,125
22705,"Chateau Margaux 1988 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, stark verschmutzt, Etikett vergilbt","None",1,310
22706,"Chateau Palmer 1967 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett leicht beschädigt, leicht verschmutzt, Kapsel ganz leicht beschädigt, Zusatzetikett fehlt, Etikett verblasst","None",1,160
22707,"Chateau Palmer 1979 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt","None",1,160
22708,"Chateau Leoville Las Cases Clos du Marquis, 2e vin de Leoville Las Cases 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,90
22709,"Chateau Peyreau 1998 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,120
22710,"Vall Llach 2004 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,80
22711,"Domaine Saint-Ser Les Haut de Saint-Ser Rouge 2012 0,75 l",1,1,1,1,0.75,"in","in","lose",NULL,0
22712,"Chateau Pichon Longueville Baron 1986 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett stark verschmutzt","None",1,210
22713,"Chateau Talbot 1989 1,5 l",NULL,1,1,1,1.5,"in","in, Etikett ganz leicht beschädigt, leicht verschmutzt, ganz leicht kellergrau","None",1,165
22714,"Heymann Löwenstein Winninger Uhlen Roth Lay Riesling Erste Lage 2009 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,90
22715,"Tement, Manfred Zieregg Morillon Trockenbeerenauslese 1998 0,375 l(1)",NULL,1,1,1,0.37,"hf-in","hf-in","None",1,75
22716,"Chateau Branaire-Ducru 1975 1,5 l",1,1,1,1,1.5,"ts","ts, Etiketten leicht beschädigt, verschmutzt, Leimstreifen","lose",1,270
22717,"Chateau Canon-La-Gaffeliere 1975 0,375 l",NULL,1,1,1,0.37,"hf-in","hf-in","None",1,15
22718,"Bodegas Vidal Soblechero Pagos de Villavedimia Finca las Sernas 2006 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,60
22719,"Ridge Cabernet Sauvignon ""Monte Bello"" 1998 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,165
22720,"Parusso Barolo Vigna Munie 1995 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett stark verschmutzt","None",1,70
22721,"Chateau Latour a Pomerol 1971 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett leicht beschädigt, stark verschmutzt, kellergrau","None",1,125
22722,"Domaine de Courcel Bourgogne Pinot Noir 2005 0,75 l(1)",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht verschmutzt","None",1,135
22723,"Ziereisen Gestad Syrah  2007 0,75 l",NULL,1,1,1,0.75,"1","1,5 cm","None",1,120
22724,"Haskell Vineyards Anvil Chardonnay 2017 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,130
22725,"Barbi Colombini Brunello di Montalcino 1988 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,110
22726,"Chateau Montrose 1990 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,500
22727,"Chateau d´ Yquem 1939 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt, leicht kellergrau, kurze Kapsel","None",1,750
22728,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,1,1,0.75,"hf-in","hf-in, 1 x ohne Rückenetikett","None",1,875
22729,"Chateau la Dominique 1985 0,75 l(8)",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht verschmutzt","None",NULL,0
22730,"Chateau la Dominique 1995 0,75 l(10)",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","12er OHK",NULL,0
22731,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1995 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","lose",1,220
22732,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1995 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","lose",NULL,0
22733,"Chateau Palmer 1991 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt","lose",1,270
22734,"Chateau Palmer 1991 0,75 l",1,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","lose",1,140
22735,"Chateau Marquis-de-Terme 1989 0,75 l(1)",1,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","lose",1,120
22736,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,1,1,0.75,"in","in, Etikett stark beschädigt, ganz leicht verschmutzt","lose",1,410
22737,"Chateau Mouton-Rothschild 1990 0,75 l",1,1,1,1,0.75,"in","in","lose",1,310
22738,"Chateau Gloria 1976 0,75 l(1)",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht verschmutzt","None",1,95
22739,"Chateau Leoville-Barton 1998 1,5 l",1,1,1,1,1.5,"in","in, Kapsel ganz leicht beschädigt","6er OHK",1,660
22740,"Chateau Lynch-Bages 1998 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett leicht verschmutzt","None",1,65
22741,"Chapoutier, Max Ermitage Le Pavillon 1991 1,5 l",1,1,1,1,1.5,"2 cm","2 cm, Etikett stark verschmutzt","1er OHK",NULL,0
22742,"Mascarello Barolo 1978 0,75 l",NULL,1,1,1,0.75,"4 cm","4 cm, Etikett ganz leicht beschädigt, leicht verschmutzt, leicht kellergrau","None",1,190
22743,"Andre, Pierre Savigny Les Beaune Les Guettottes 1er Cru 1982 0,75 l",NULL,1,1,1,0.75,"4 cm","4 cm, Etiketten ganz leicht verschmutzt, 3 x Kapseln oxidiert","None",1,75
22744,"Niepoort Colheita Port 1952 0,75 l",NULL,1,1,1,0.75,"ts","ts, Kapsel leicht beschädigt","None",NULL,0
22745,"Jadot, Louis Batard Montrachet Grand Cru 1998 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,150
22746,"Chateau Lascombes 1985 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",NULL,0
22747,"Domaine Dubreuil Fontaine Corton Charlemagne Grand Cru 1975 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht verschmutzt","None",NULL,0
22748,"Knoll, Emmerich Riesling Ried Schütt Smaragd 2012 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,80
22749,"Chateau Canon-La-Gaffeliere 1975 0,75 l(2)",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht verschmutzt","None",NULL,0
22750,"Dal Forno Romano Valpolicella Superiore Vigneto Monte Lodoletta 2005 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,130
22751,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2014 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,50
22781,"Domaine Kreydenweiss Andlau Riesling 1993 0,75 l(1)",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None",1,325
22752,"Chateau Talbot 1995 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,660
22753,"Chateau d´Armailhac 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",NULL,0
22754,"Veuve Clicquot Ponsardin La Grande Dame Brut 2006 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,85
22755,"Chateau Marquis-de-Terme 1990 0,75 l(2)",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22756,"Bodegas Senorio Gran Paulet Reserva 1984 0,5 l",1,1,1,1,0.5,"in","in, Depotbildung","1er OHK",NULL,0
22757,"Taittinger Comtes de Champagne Rose Brut 2006 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,80
22758,"Chateau Beychevelle 1996 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten leicht verschmutzt","None",1,130
22759,"Chateau Talbot 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten leicht verschmutzt","None",1,270
22760,"Mas Martinet, Peres Cims de Porrera 1997 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts","None",1,80
22761,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Eiswein 2001 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
22762,"Bodegas Vega Sicilia Valbuena 5 annos 1997 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,70
22763,"Chateau Lascombes 2002 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,50
22764,"Heymann Löwenstein Winninger Uhlen Roth Lay ""R"" Riesling Erste Lage 2007 3,0 l",1,1,1,1,3,"1","1,5 cm","1er OHK",1,160
22765,"Monasterio - Sisseck, P. Hacienda Monasterio Reserva 1994 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,105
22766,"Prieur, Jacques Le Montrachet Grand Cru 2003 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,350
22767,"Chateau Leoville-Poyferre 2001 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,105
22768,"Castello dei Rampolla Sammarco 2007 1,5 l",1,1,1,1,1.5,"in","in","1er OHK",1,120
22769,"Ducournau, Patrick Chapelle L'Enclos 1997 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,30
22770,"Chateau Calon-Segur 2001 1,5 l",NULL,1,1,1,1.5,"ts","ts","None",1,115
22771,"Massolino Vigna Rionda Barolo Sori Vigna Rionda Riserva 2000 0,75 l",1,1,1,1,0.75,"ts","ts","6er OHK",1,390
22772,"Antinori Solaia 2003 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
22773,"Chateau Rieussec 2005 0,375 l",1,1,1,1,0.37,"in","in","24er OHK",1,520
22774,"Mas de Boislauzon Chateauneuf-du-Pape 2008 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","lose",1,120
22775,"Domaine de Cristia Chateauneuf-du-Pape ""Cuvee Renaissance"" 2003 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etiketten ganz leicht verschmutzt","None",1,100
22776,"Les Haut de Montmirail Gigondas 1991 0,75 l(4)",NULL,1,1,1,0.75,"4 cm","4 cm, Etiketten ganz leicht beschädigt, 2x ohne Etiketten","None",1,120
22777,"Clerc, Henri Bienvenue Batard Montrachet Grand Cru 1988 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt, ganz leicht kellergrau, Kapsel leicht beschädigt","None",1,90
22778,"Heymann Löwenstein Winninger Uhlen Laubach Riesling Erste Lage 2005 0,75 l",NULL,1,1,1,0.75,"1","1,5 cm","None",NULL,0
22779,"Sine Qua Non Labels Syrah 2007 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,350
22780,"Chateau Bel Air 2000 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,30
22782,"Bollinger Grande Annee Brut 1988 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,140
22783,"Chateau Clerc-Milon Rothschild 2009 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,760
22784,"Rocche dei Manzoni Bricco Manzoni di Valentino 1993 5,0 l",NULL,1,1,1,5,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt","None",NULL,0
22785,"Alessandria, Gianfranco Barolo 1994 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,900
22786,"Chateau Talbot 1994 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,120
22787,"Chateau Mouton-Rothschild 1977 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht verschmutzt","None",1,160
22788,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2015 3,0 l",1,1,1,1,3,"1 cm","1 cm","lose",1,375
22789,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2016 1,5 l",1,1,1,1,1.5,"1 cm","1 cm","1er OHK",1,145
22790,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,220
22791,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 1,5 l",1,1,1,1,1.5,"1 cm","1 cm","1er OHK",1,195
22792,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2016 3,0 l",1,1,1,1,3,"1 cm","1 cm","1er OHK",1,375
22793,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2017 1,5 l",1,1,1,1,1.5,"1 cm","1 cm","lose",1,120
22794,"Gantenbein Pinot Noir  2015 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,270
22795,"Gantenbein Pinot Noir  2015 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,140
22796,"Domaine Didier Daguenau Pouilly-Fumé ""Silex"" 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
22797,"Chateau Poutoise Cabarrus 1994 0,75 l(4)",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,135
22798,"Chateau Palmer 1983 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","lose",1,460
22799,"Chateau Palmer 1983 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","lose",1,460
22800,"Chateau Palmer 1983 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt","lose",1,460
