"id","name","sold","bottlesize_l","winpoints_signalled"
35764,"Domaine de la Mordoree Chateauneuf-du-Pape Cuvee de la Reine des Bois 2010 1,5 l",1,1.5,1
35765,"Tenuta San Guido Sassicaia 2006 0,375 l(5)",1,0.37,1
35766,"Tenuta San Guido Sassicaia 2006 0,375 l(2)",1,0.37,1
35767,"Tenuta San Guido Sassicaia 2008 0,75 l",1,0.75,1
35768,"Biondi Santi-Il Greppo Brunello di Montalcino 2006 0,75 l",1,0.75,1
35769,"Biondi Santi-Il Greppo Brunello di Montalcino 2006 0,75 l",1,0.75,1
35770,"Ornellaia 2006 1,5 l",1,1.5,1
35771,"Ornellaia 2006 1,5 l",1,1.5,1
35772,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2019 0,75 l",NULL,0.75,1
35773,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2019 0,75 l",NULL,0.75,1
35774,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosse Lage  2019 0,75 l",NULL,0.75,1
35775,"Clarendon Hills Astralis 1997 0,75 l",NULL,0.75,1
35776,"Clarendon Hills Astralis 1997 1,5 l",NULL,1.5,1
35777,"Kay Brothers Amery Vineyards Block 6 Shiraz 1998 0,75 l",NULL,0.75,1
35778,"Benjamin Romeo Contador 2004 0,75 l",1,0.75,1
35779,"Chateau d´ Yquem ""Y"" d´ Yquem 1978 0,75 l",1,0.75,NULL
35780,"Chateau d´ Yquem ""Y"" d´ Yquem 1978 0,75 l",1,0.75,NULL
35781,"Chateau Carbonnieux Chateau Carbonnieux blanc 1989 0,75 l",1,0.75,NULL
35782,"Chateau d´ Yquem 1984 0,75 l",1,0.75,NULL
35783,"Chateau d´ Yquem 1988 0,75 l",1,0.75,1
35784,"Tynan, Christopher Meleagris Gallopavo Vineyard Cabernet Sauvignon 2016 0,75 l",NULL,0.75,1
35785,"Chateau La Lagune 2002 0,75 l",1,0.75,NULL
35786,"Chateau La Lagune 2006 0,75 l(1)",1,0.75,1
35787,"Chateau La Lagune 2014 0,75 l",1,0.75,1
35788,"Chateau La Lagune 2015 0,75 l",1,0.75,NULL
35789,"Strydom Rock Star Syrah 2014 0,75 l",NULL,0.75,NULL
35790,"Chateau Monbrison 1989 0,75 l(1)",1,0.75,1
35791,"Chateau Pontet-Canet 1986 0,75 l",1,0.75,NULL
35792,"Chateau Haut-Brion 1974 0,75 l",1,0.75,NULL
35793,"Chateau Haut-Brion 1975 0,75 l",1,0.75,1
35794,"Chateau Pavie 1982 0,75 l",1,0.75,NULL
35815,"Chateau Gruaud-Larose 1985 0,75 l(2)",1,0.75,1
35795,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35796,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35797,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35798,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35799,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35800,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35801,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35802,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35803,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35804,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35805,"Domaine Perrot-Minot Nuits Saint Georges La Richemone Vieilles Vignes 1er Cru 2005 0,75 l",1,0.75,1
35806,"Domaine Ponsot Chambolle Musigny ""Les Charmes"" 1er Cru 2008 0,75 l(2)",1,0.75,1
35807,"Domaine Ponsot Chambolle Musigny Cuvee des Cigales 2014 0,75 l",1,0.75,NULL
35808,"Domaine Ponsot Chapelle Chambertin Grand Cru 2008 0,75 l",1,0.75,1
35809,"Domaine Ponsot Clos de la Roche Grand Cru Cuvee  Vieilles Vignes 2007 0,75 l",1,0.75,1
35810,"Domaine Ponsot Clos de la Roche Grand Cru Cuvee  Vieilles Vignes 2008 0,75 l",1,0.75,1
35811,"Domaine Ponsot Clos de la Roche Grand Cru Cuvee  Vieilles Vignes 2008 0,75 l",1,0.75,1
35812,"Domaine Ponsot Clos de la Roche Vieilles Vignes Grand Cru 2011 0,75 l",1,0.75,1
35813,"Domaine Ponsot Clos de la Roche Vieilles Vignes Grand Cru 2011 0,75 l",1,0.75,1
35814,"Domaine Ponsot Morey St. Denis Cuvee des Alouettes 1er Cru 2005 0,75 l",1,0.75,1
35816,"Ruinart Dom Ruinart Blanc de Blancs Brut 2002 0,75 l",1,0.75,1
35817,"Chateau Margaux 1945 0,75 l",NULL,0.75,NULL
35818,"Perrier-Jouet Belle Epoque Brut 2004 0,75 l",1,0.75,1
35819,"Wynn's Estate Coonawarra Cabernet Sauvignon ""John Riddoch"" 1994 0,75 l",1,0.75,NULL
35820,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",1,0.75,1
35821,"Chateau La Mission-Haut-Brion 1969 0,75 l(1)",1,0.75,NULL
35822,"Sempe Armagnac 1953 0,7 l",NULL,0.7,NULL
35823,"Penfolds Grange Hermitage 2001 0,75 l",1,0.75,1
35824,"Chateau Mouton-Rothschild 1991 0,75 l",1,0.75,NULL
35825,"Domaine Leflaive Batard Montrachet Grand Cru 2011 0,75 l",1,0.75,1
35826,"Domaine Leflaive Batard Montrachet Grand Cru 2011 0,75 l",1,0.75,1
35827,"Domaine Leflaive Batard Montrachet Grand Cru 2011 0,75 l",1,0.75,1
35828,"Domaine Leflaive Batard Montrachet Grand Cru 2013 0,75 l",1,0.75,1
35829,"Domaine Leflaive Batard Montrachet Grand Cru 2013 0,75 l",1,0.75,1
35830,"Domaine Leflaive Batard Montrachet Grand Cru 2013 0,75 l",1,0.75,1
35831,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35832,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35833,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35834,"Domaine Faiveley Chambertin Clos de Beze Grand Cru 2009 3,0 l",1,3,1
35835,"Bernstein, Olivier Clos de la Roche Grand Cru 2010 0,75 l",1,0.75,1
35836,"Bernstein, Olivier Gevrey Chambertin Les Cazetiers 1er Cru 2010 0,75 l",1,0.75,1
35837,"Bernstein, Olivier Gevrey-Chambertin Les Champeaux 1er Cru 2009 0,75 l",1,0.75,NULL
35838,"Bernstein, Olivier Mazis-Chambertin Grand Cru 2008 0,75 l",1,0.75,NULL
35839,"Cathiard, Sylvain Chambolle Musigny les Clos de l`Orme 2005 0,75 l",NULL,0.75,1
35840,"Domaine Arlaud Clos de la Roche Grand Cru 2012 0,75 l",1,0.75,1
35841,"Domaine Denis Mortet Gevrey Chambertin 1er Cru 2010 0,75 l",1,0.75,1
35842,"Domaine Denis Mortet Gevrey Chambertin Vieilles Vignes 2009 1,5 l",1,1.5,1
35843,"Domaine Denis Mortet Gevrey Chambertin Vieilles Vignes 2010 1,5 l",1,1.5,1
35844,"Domaine Denis Mortet Gevrey Chambertin Vieilles Vignes 2010 1,5 l",1,1.5,1
35845,"Taittinger Taittinger Collection Corneille 1990 0,75 l",1,0.75,NULL
35846,"Taittinger Taittinger Collection Imai 1988 0,75 l",1,0.75,1
35847,"Taittinger Taittinger Collection Imai 1988 0,75 l",1,0.75,1
35848,"Bouchard, Pere & Fils Pommard Village 2013 0,75 l(1)",1,0.75,1
35849,"Chateau Cissac 1998 6,0 l",1,6,NULL
35850,"Chateau Cissac 1998 6,0 l",1,6,NULL
35851,"Chateau Sociando-Mallet 2003 1,5 l",1,1.5,1
35852,"Chateau Margaux 1999 0,75 l",1,0.75,1
35853,"Chateau Margaux 1999 0,75 l",1,0.75,1
35854,"Chateau Prieure-Lichine 2005 1,5 l",1,1.5,1
35855,"Weingut Emrich Schönleber Monzinger Halenberg Riesling Auslese 2003 0,5 l(1)",1,0.5,NULL
35856,"Weingut Emrich Schönleber Monzinger Halenberg Riesling Trockenbeerenauslese Versteigerungswein 2003 0,375 l",1,0.37,NULL
35857,"Kühn, Peter Jakob Oestricher Lenchen Riesling Trockenbeerenauslese 2003 0,375 l",1,0.37,NULL
35858,"Weil, Robert Kiedricher Gräfenberg Riesling Auslese 2002 0,75 l(1)",1,0.75,NULL
35859,"Weingut Keller Cuvee Pinard Trockenbeerenauslese 2007 0,375 l",NULL,0.37,NULL
35860,"Weingut Keller Dalsheimer Hubacker Trockenbeerenauslese 2003 0,375 l",1,0.37,1
35861,"Weingut Keller Monsheimer Silberberg Rieslaner Trockenbeerenauslese - Goldkapsel 2003 0,375 l",1,0.37,NULL
35862,"Weingut Keller Monsheimer Silberberg Rieslaner Trockenbeerenauslese - Goldkapsel 2004 0,375 l",1,0.37,NULL
35863,"Weingut Keller Westhofen Abtserde Riesling Auslese Goldkapsel 2016 0,75 l(1)",1,0.75,NULL
35864,"Weingut Keller Westhofener Kirchspiel Riesling Trockenbeerenauslese 2003 0,375 l",1,0.37,NULL
35865,"Chateau Palmer 1990 0,75 l",1,0.75,1
35866,"Chateau Palmer 1990 0,75 l",1,0.75,1
35891,"Ferrand, Pierre Cognac Ambre - Grand Champagne Premier Cru  NV 0,7 l",1,0.7,NULL
35867,"Chateau Palmer 1990 0,75 l",1,0.75,1
35868,"Chateau Palmer 1990 0,75 l",1,0.75,1
35869,"Chateau Palmer 1990 0,75 l",1,0.75,1
35870,"Chateau Palmer 1991 0,75 l",1,0.75,NULL
35871,"Chateau Chasse-Spleen 1990 0,75 l",1,0.75,NULL
35872,"Chateau Duhart-Milon-Rothschild 1986 0,75 l",1,0.75,1
35873,"Chateau Duhart-Milon-Rothschild 1990 0,75 l",1,0.75,1
35874,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
35875,"Chateau Latour 1984 0,75 l(11)",1,0.75,NULL
35876,"Chateau Latour 1991 0,75 l",1,0.75,1
35877,"Chateau Latour 1992 0,75 l",1,0.75,1
35878,"Chateau Latour 1993 0,75 l",1,0.75,1
35879,"Chateau Latour 1995 0,75 l",1,0.75,1
35880,"Chateau Mouton-Rothschild 1993 0,75 l(11)",1,0.75,1
35881,"Chateau Mouton-Rothschild 1995 0,75 l",1,0.75,1
35882,"Chateau Pichon Longueville Comtesse de Lalande 1992 0,75 l",1,0.75,NULL
35883,"Chateau Haut-Bailly 1976 0,75 l(4)",NULL,0.75,NULL
35884,"Chateau Haut-Bailly 1982 0,75 l(11)",1,0.75,NULL
35885,"Kühling Gillot Niersteiner Hipping Riesling Grosses Gewächs 2016 0,75 l",1,0.75,1
35886,"Duca de Salaparuta Duca Enrico 1984 0,75 l",NULL,0.75,1
35887,"Fürst, Rudolf Klingenberger Schlossberg  Spätburgunder Grosses Gewächs 2014 0,75 l",1,0.75,NULL
35888,"Weingut Keller Frauenberg Spätburgunder Grosses Gewächs 2013 0,75 l",1,0.75,1
35889,"Domaine Jean Marie Fourrier Gevrey Chambertin Combe aux Moines Vieilles Vignes 1er Cru 2008 0,75 l",NULL,0.75,1
35890,"Cathiard, Sylvain Chambolle Musigny les Clos de l`Orme 2008 0,75 l",1,0.75,NULL
35892,"Chateau Pichon Longueville Baron 1998 0,75 l(1)",1,0.75,1
35893,"Weingut Egon Müller Scharzhofberger Riesling Kabinett 2007 0,75 l(1)",1,0.75,1
35894,"Chateau Ducru-Beaucaillou 2000 1,5 l",1,1.5,1
35895,"Chateau Leoville-Poyferre 2000 0,75 l",1,0.75,1
35896,"Wirsching, Hans Iphöfer Julius Echter Berg Silvaner Grosses Gewächs 2016 3,0 l",1,3,1
35897,"Reverchon, Edmund Filzener Herrenberg Riesling Beerenauslese 1976 0,75 l",1,0.75,NULL
35898,"Weingut von Racknitz Schieferboden Riesling Trocken 2011 1,5 l(1)",1,1.5,NULL
35899,"Koehler-Ruprecht Kallstadter Saumagen Riesling ""R"" Auslese trocken 2008 0,75 l(2)",1,0.75,NULL
35900,"Aleth Le Royer-Girardin Pommard Charmots 1er Cru 1998 0,75 l(1)",1,0.75,1
35901,"Chateau Sociando-Mallet 2000 0,75 l",1,0.75,1
35902,"Vassière de la, Guilbert Mas de Daumas Gassac rouge 1998 0,75 l(1)",1,0.75,NULL
35903,"Chateau Lascombes 2004 0,75 l(2)",1,0.75,1
35904,"Domaine de la Romanee-Conti Echezeaux Grand Cru 1991 0,75 l",1,0.75,1
35905,"Domaine de la Romanee-Conti La Tache Grand Cru 1991 0,75 l",1,0.75,1
35906,"Domaine de la Romanee-Conti La Tache Grand Cru 1994 0,75 l",1,0.75,1
35907,"Domaine Dujac Clos St. Denis Grand Cru 2006 0,75 l",1,0.75,1
35908,"Domaine Perrot-Minot Charmes Chambertin Vieilles Vignes Grand Cru 2009 0,75 l",1,0.75,1
35909,"Domaine Perrot-Minot Charmes Chambertin Vieilles Vignes Grand Cru 2009 0,75 l",NULL,0.75,1
35910,"Domaine Perrot-Minot Charmes Chambertin Vieilles Vignes Grand Cru 2009 0,75 l",1,0.75,1
35911,"Domaine Perrot-Minot Vosne Romanee Les Beaux Monts Vieilles Vignes 1er Cru 2009 0,75 l",NULL,0.75,1
35912,"Le Moine, Lucien Bonnes Mares Grand Cru 2009 0,75 l",1,0.75,1
36239,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2017 0,75 l",1,0.75,NULL
35913,"Le Moine, Lucien Chambertin Clos de Beze Grand Cru 2009 0,75 l",1,0.75,1
35914,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35915,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35916,"Oremus Tokaji Furmint Late Harvest 2000 0,375 l",1,0.37,NULL
35917,"Sine Qua Non Li'l E Grenache 2003 0,75 l",1,0.75,1
35918,"Jadot, Louis Pommard Grands Epenots 1er Cru 1996 0,75 l",1,0.75,1
35919,"Haart, Reinhold Piesporter Goldtröpfchen Riesling Kabinett 2007 0,75 l(3)",1,0.75,1
35920,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 1,5 l",1,1.5,1
35921,"Heinrich, Gernot Salzberg 2013 1,5 l",1,1.5,1
35922,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 0,75 l",1,0.75,1
35923,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2016 0,75 l(1)",1,0.75,1
35924,"Krug Grande Cuvee Brut NV 0,75 l",1,0.75,1
35925,"Krug Vintage Brut 1985 0,75 l",NULL,0.75,1
35926,"Krug Vintage Brut 1995 0,75 l",1,0.75,1
35927,"Chateau Batailley 2002 0,75 l",1,0.75,1
35928,"Heredia, Lopez Vina Tondonia 1954 0,75 l",1,0.75,NULL
35929,"Weingut Fred Prinz Hallgartner Jungfer Riesling Spätlese Goldkapsel 2017 0,375 l(2)",1,0.37,NULL
35930,"Mumm Cuvee Rene Lalou Brut 1976 0,75 l",1,0.75,NULL
35931,"Mumm Cuvee Rene Lalou Brut 1979 0,75 l",1,0.75,1
35932,"Mumm Cuvee Rene Lalou Brut 1982 0,75 l",1,0.75,1
35933,"Mumm Cuvee Rene Lalou Brut 1985 0,75 l",1,0.75,1
35934,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosse Lage  2019 0,75 l",NULL,0.75,1
35958,"Chateau Musar Chateau Musar red 1982 1,5 l",1,1.5,NULL
35935,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,0.75,1
35936,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,0.75,1
35937,"Weingut Fritz Haag Brauneberger Juffer Riesling Grosses Gewächs 2019 0,75 l",1,0.75,1
35938,"Gut Hermannsberg Schlossböckelheimer Felsenberg Riesling  Grosses Gewächs 2019 0,75 l",1,0.75,1
35939,"Weingut Emrich Schönleber Monzinger Frühlingsplätzchen Riesling Grosses Gewächs 2019 0,75 l",1,0.75,1
35940,"Weingut Dr. Bürklin-Wolf Wachenheimer Böhlig Riesling P.C. trocken 2019 0,75 l",1,0.75,1
35941,"Weingut Dr. Bürklin-Wolf Wachenheimer Gerümpel Riesling P.C. trocken 2019 0,75 l",1,0.75,1
35942,"Champagne Deutz Hommage a William Deutz ""La Cote Glaciere"" 2015 0,75 l",1,0.75,NULL
35943,"Champagne Deutz Hommage a William Deutz Meurtet 2012 0,75 l",1,0.75,1
35944,"Chateau Leoville Las Cases Clos du Marquis, 2e vin de Leoville Las Cases 1998 0,75 l(3)",1,0.75,1
35945,"Hobbs, Paul Cabernet Sauvignon 2013 0,75 l",NULL,0.75,1
35946,"Staglin Family Vineyard Cabernet Sauvignon, 25th Anniversary Selection 2007 1,5 l",1,1.5,1
35947,"Turley Cellars Black Sears Vineyard Zinfandel 1997 0,75 l",1,0.75,1
35948,"Turley Cellars Pringle Family Vineyard Zinfandel 1999 0,75 l",1,0.75,1
35949,"Turley Cellars Rattlesnake Ridge Petite Syrah 2004 0,75 l",1,0.75,1
35950,"Burguet, Gilles Gevrey Chambertin Les Corvees 1991 0,75 l",1,0.75,NULL
35951,"Chateau Mouton-Rothschild 1973 0,75 l(5)",1,0.75,NULL
35952,"Chateau Cap de Mourlin 1990 0,75 l(6)",1,0.75,NULL
35953,"Weingut Keller Cuvee Pinard Trockenbeerenauslese 2007 0,375 l",1,0.37,NULL
35954,"Chateau Musar Chateau Musar red 1969 0,75 l",1,0.75,1
35955,"Chateau Musar Chateau Musar red 1978 0,75 l",1,0.75,NULL
35956,"Chateau Musar Chateau Musar red 1980 0,75 l",NULL,0.75,1
35957,"Chateau Musar Chateau Musar red 1982 0,75 l",1,0.75,NULL
35960,"Chateau Musar Chateau Musar red 1985 0,75 l",1,0.75,NULL
35961,"Chateau Musar Chateau Musar red 1986 0,75 l",1,0.75,NULL
35962,"Chateau Musar Chateau Musar red 1988 0,75 l",1,0.75,1
35963,"Chateau Musar Chateau Musar red 1989 0,75 l(1)",1,0.75,NULL
35964,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35965,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35966,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,0.75,1
35967,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35968,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35969,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35970,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35971,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35972,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,0.75,1
35973,"Chateau Belgrave 1986 0,75 l(2)",1,0.75,NULL
35974,"Domaine Ponsot Morey St. Denis Cuvee des Alouettes 1er Cru 2008 0,75 l",1,0.75,1
35975,"Domaine Ponsot Morey St. Denis Cuvee des Alouettes 1er Cru 2008 1,5 l",1,1.5,1
35976,"Jadot, Louis Chambertin Clos de Beze Grand Cru 2006 0,75 l",1,0.75,1
35977,"Serafin Pere et Fils Charmes Chambertin Grand Cru 1995 0,75 l(1)",1,0.75,1
35978,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2008 0,75 l",1,0.75,1
35979,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2009 0,75 l",1,0.75,1
35980,"Serafin Pere et Fils Charmes Chambertin Grand Cru 2010 0,75 l",1,0.75,1
35981,"Serafin Pere et Fils Gevrey Chambertin Les Cazetiers 1er Cru 2009 0,75 l(2)",1,0.75,1
35982,"Bonneau, Henri Chateauneuf-du-Pape Cuvee Marie Beurrier 1997 0,75 l",1,0.75,1
36140,"Deutz   Champagner Blanc de Blancs Brut 1976 0,75 l",1,0.75,NULL
35983,"Bonneau, Henri Chateauneuf-du-Pape Cuvee Marie Beurrier 1998 0,75 l",1,0.75,1
35984,"Ducastaing Fine Armagnac X.O. Bernard VII Hors d'Age NV 0,7 l",1,0.7,NULL
35985,"Ruinart Dom Ruinart Blanc de Blancs Brut 2002 0,75 l",1,0.75,1
35986,"Roederer, Louis Cristal Brut 1983 0,75 l",1,0.75,NULL
35987,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",1,0.75,NULL
35988,"Chateau Mouton-Rothschild 1994 0,75 l",1,0.75,1
35989,"Krohn Colheita Port 1989 0,75 l",1,0.75,NULL
35990,"Dana Estates Hershey Vineyard Cabernet Sauvignon 2011 0,75 l",1,0.75,1
35991,"Clarendon Hills Merlot ""Brookman Vineyard"" 1998 0,75 l",1,0.75,NULL
35992,"Olivers Taranga Vineyards Shiraz 2002 0,75 l",1,0.75,1
35993,"Kalleske Grenache Old Vine 2007 0,75 l",1,0.75,1
35994,"Domaine Faiveley Chambertin Clos de Beze Grand Cru 2010 3,0 l",1,3,1
35995,"Domaine Faiveley Chambertin Clos de Beze Grand Cru 2015 3,0 l",NULL,3,NULL
35996,"Domaine Faiveley Clos de Vougeot Grand Cru 2010 3,0 l",1,3,NULL
35997,"Domaine Faiveley Latricieres Chambertin Grand Cru 2008 0,75 l",1,0.75,NULL
35998,"Domaine Faiveley Mazis-Chambertin Grand Cru 2009 3,0 l",1,3,1
35999,"Domaine Faiveley Mazis-Chambertin Grand Cru 2010 3,0 l",NULL,3,1
36000,"Prieur, Jacques Corton Charlemagne Grand Cru 2009 1,5 l",1,1.5,NULL
36001,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 0,75 l",1,0.75,NULL
36002,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 1,5 l",1,1.5,NULL
36003,"Prieur, Jacques Corton Charlemagne Grand Cru 2010 1,5 l",NULL,1.5,NULL
36004,"Domaine Denis Mortet Gevrey Chambertin Village 2010 0,75 l(4)",1,0.75,1
36005,"Domaine Perrot-Minot Chambolle Musigny Vieilles Vignes Village 2009 0,75 l",1,0.75,1
36006,"Domaine Perrot-Minot Chambolle Musigny Vieilles Vignes Village 2010 0,75 l",1,0.75,1
36007,"Domaine Perrot-Minot Morey St. Denis ""La Rue de Vergy"" 2010 0,75 l(1)",1,0.75,NULL
36008,"Domaine Perrot-Minot Vosne Romanee Champs Perdrix Vieilles Vignes 1er Cru 2010 0,75 l",1,0.75,1
36009,"Domaine Sylvain Pataille Marsannay L' Ancestrale 2009 0,75 l",1,0.75,NULL
36010,"Domaine Sylvain Pataille Marsannay L' Ancestrale 2010 0,75 l",1,0.75,NULL
36011,"Esmonin, Frederic Griottes Chambertin Grand Cru 1999 0,75 l",NULL,0.75,NULL
36012,"Chateau de Beaucastel Chateauneuf-du-Pape 1995 0,75 l",1,0.75,1
36013,"Chateau Rayas Fonsalette Cotes du Rhone Reserve 1989 0,75 l",1,0.75,NULL
36014,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1996 0,75 l",1,0.75,NULL
36015,"Chateau Lafite-Rothschild 1993 0,75 l",1,0.75,NULL
36016,"Chateau Lafite-Rothschild 1995 0,75 l",1,0.75,1
36017,"Chateau Lafite-Rothschild 1997 0,75 l",1,0.75,NULL
36018,"Chateau Lafite-Rothschild 1997 0,75 l",1,0.75,NULL
36019,"Chateau Lynch-Bages 1982 0,75 l",1,0.75,1
36020,"Chateau Mouton-Rothschild 1964 0,75 l",NULL,0.75,NULL
36021,"Chateau Mouton-Rothschild 1978 0,75 l",1,0.75,1
36022,"Chateau Mouton-Rothschild 1982 0,75 l",1,0.75,1
36023,"Chateau Mouton-Rothschild 1996 0,75 l",1,0.75,1
36024,"NWAO (Nationale Union des Weinbaus) Massandra Madeira - 83 1932 0,75 l",1,0.75,NULL
36025,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,0.75,1
36026,"Chateau Montrose 1982 0,75 l",1,0.75,1
36027,"Moet & Chandon Dom Perignon Brut 1999 0,75 l",1,0.75,1
36028,"Domaine Jean Marie Fourrier Griotte Chambertin Vieilles Vignes Grand Cru 2008 0,75 l",1,0.75,1
36029,"Steinmetz, Günther Brauneberger Mandelgraben Riesling Eiswein 2018 0,5 l",1,0.5,NULL
36030,"Dönnhoff Niederhäuser Hermannshöhle Riesling Auslese 2005 0,375 l",1,0.37,NULL
36031,"Dönnhoff Niederhäuser Hermannshöhle Riesling Auslese Goldkapsel 2009 0,375 l(1)",NULL,0.37,NULL
36032,"Weingut Lötzbeyer Feilbingerter Königsgarten Ruländer Eiswein 1994 0,75 l",NULL,0.75,NULL
36033,"Agrapart & Fils Viticulteurs Champagner Millesime Blanc de Blancs Avizoise Grand Cru Extra Brut 2005 0,75 l",1,0.75,1
36034,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
36035,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
36036,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
36037,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
36038,"Chateau Lafite-Rothschild 1987 0,75 l",1,0.75,NULL
36039,"Chateau Latour 1991 0,75 l",1,0.75,1
36040,"Chateau Mouton-Rothschild 1967 0,75 l",1,0.75,NULL
36041,"Chateau Mouton-Rothschild 1968 0,75 l",1,0.75,NULL
36042,"Chateau Mouton-Rothschild 1969 0,75 l",1,0.75,NULL
36043,"Chateau Mouton-Rothschild 1970 0,75 l",1,0.75,1
36044,"Chateau Haut-Bailly 1990 0,75 l",1,0.75,NULL
36045,"Chateau Haut-Bailly 1994 0,75 l",1,0.75,1
36046,"Chateau Haut-Brion 1976 1,5 l",1,1.5,NULL
36047,"Chateau Haut-Brion 1976 1,5 l",1,1.5,NULL
36048,"Chateau Haut-Brion 1976 1,5 l",1,1.5,NULL
36049,"Chateau Haut-Brion 1976 1,5 l",1,1.5,NULL
36050,"Chateau Haut-Brion 1993 0,75 l",1,0.75,1
36051,"Chateau Haut-Brion 1999 0,75 l",1,0.75,1
36052,"Chateau Malartic-Lagravière Chateau Malartic-Lagravière rouge 1985 0,75 l(4)",1,0.75,NULL
36053,"Chateau Clos Rene 1978 0,75 l",1,0.75,NULL
36054,"Weingut Keller Riesling G-Max 2012 0,75 l",1,0.75,NULL
36055,"Chateau Lafite-Rothschild 1980 0,75 l",1,0.75,NULL
36056,"Wine and Soul Pintas 2005 0,75 l",1,0.75,1
36057,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
36058,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
36059,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
38104,"Weingut Müller-Catoir Haardt Weissburgunder 2017 0,75 l",1,0.75,NULL
36060,"Chateau La Lagune 1923 0,75 l",1,0.75,NULL
36061,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",1,0.75,NULL
36062,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2014 0,75 l",NULL,0.75,1
36063,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2018 0,75 l",1,0.75,1
36064,"Chateau Ducru-Beaucaillou 1970 0,75 l",1,0.75,1
36065,"Graham´s Vintage Port 2000 0,75 l(1)",1,0.75,1
36066,"Weingut Dr. von Bassermann-Jordan Forster Kirchenstück Riesling Grosses Gewächs 2007 0,75 l",1,0.75,NULL
36067,"Weingut Keller Dalsheimer Bürgel Spätburgunder Grosses Gewächs 2012 0,75 l",1,0.75,NULL
