"id","name","winepoints_signalled","packaging_signalled","vintage_signalled","bottlesize_signalled","origin_signalled","fill_level_signalled","state_signalled","min_price_signalled","max_price_signalled","sold","price","minimum_price","maximum_price"
26084,"Chateau Le Tertre-Roteboeuf 2014 0,75 l",1,1,1,1,1,1,1,1,1,1,"660","600","1.2"
26085,"The Nikka Premium Blended Whisky 12 Year Old 43 % vol. NV 0,7 l",NULL,1,NULL,1,1,1,1,1,1,NULL,"0","55","110"
26086,"Chateau Petit Village 1978 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","360","720"
26087,"Chateau Petit Village 1983 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","360","720"
26088,"Chateau Petrus 1999 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"1.8","1.8","3.6"
26089,"Chateau Petrus 1999 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"1.8","1.8","3.6"
26090,"Chateau Petrus 1999 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"1.8","1.8","3.6"
26091,"Chateau Trotanoy 1989 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","1.2","2.4"
26092,"Chateau Beausejour 1983 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"350","350","700"
26093,"Chateau de Lussac 1986 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"70","60","120"
26094,"Chateau de Lussac 1986 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"70","60","120"
26095,"Chateau Jean Faure 1985 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"220","180","360"
26096,"Antinori Solaia 1997 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"210","170","340"
26097,"Excelsior Estate Cabernet-Sauvignon Excelsior 2017 3,0 l",NULL,1,1,1,1,1,1,1,1,1,"50","50","80"
26098,"Ferrocinto Magliocco 2012 3,0 l",NULL,1,1,1,1,1,1,1,1,1,"20","20","40"
26099,"Pichler, F.X. Grüner Veltliner Federspiel Loibner   2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"110","60","120"
26100,"Chateau Pontac Monplaisir 2010 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"230","120","240"
26101,"Pichler, F.X. Grüner Veltliner Federspiel Loibner   2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","60","120"
26102,"Bodegas Alejandro Fernandez Pesquera Crianza 2008 0,75 l(2)",NULL,1,1,1,1,1,1,1,1,1,"45","45","60"
26103,"Burlotto Barolo Vigneto Cannubi 2008 0,75 l",1,1,1,1,1,1,1,1,1,1,"140","140","280"
26104,"Vinas del Vero Blecua 1998 0,75 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","180","360"
26105,"Chateau Mouton-Rothschild 1989 1,5 l",1,1,1,1,1,1,1,1,1,1,"855","675","1.35"
26106,"Kracher Welschriesling Nr. 5 Zwischen den Seen Trockenbeerenauslese 2001 0,375 l(1)",1,NULL,1,1,1,1,1,1,1,NULL,"0","65","130"
26109,"Mondavi/Rothschild Opus One 2009 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","250","500"
26110,"Weingut Keller Niersteiner Hipping Riesling Grosses Gewächs 2011 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","365","730"
26111,"Palacios, Alvaro Finca Dofi 1994 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","50","100"
26112,"Heinrich, Gernot Salzberg 1999 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"200","150","300"
26113,"Domaine Louis Latour Gevrey Chambertin Village 2003 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","50","100"
26114,"Jamek Riesling Klaus Smaragd 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"110","90","180"
26115,"Castello dei Rampolla Sammarco 1991 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"60","60","120"
26116,"Domaine Forey Vosne Romanee Les Petits Monts 1er Cru 1998 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"170","160","320"
26117,"Fruitiere Vinicole  Chateau Chalon Vin Jaune 1966 0,62 l",NULL,NULL,1,1,1,1,1,1,1,1,"140","140","280"
26118,"Ornellaia 2011 0,75 l",1,1,1,1,1,1,1,1,1,1,"960","660","1.32"
26119,"Quartz Reef Pinot Noir Single Vineyard 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"90","90","180"
26120,"Forman Cabernet Sauvignon 2015 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"170","150","300"
26121,"Chateau Margaux 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"640","600","1.2"
26122,"Chateau Calon-Segur 1995 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"230","210","420"
26123,"Dönnhoff Oberhäuser Brücke Riesling Spätlese 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","80","160"
26124,"Leitz, Josef Rüdesheimer Berg Rottland Riesling Auslese 2002 0,5 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","50","100"
26125,"Forman Cabernet Sauvignon 2015 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"180","150","300"
26126,"Huet, Gaston Vouvray le Haut Lieu moelleux 1989 0,75 l(2)",1,1,1,1,1,1,1,1,1,1,"230","210","420"
26127,"Chateau Trotte Vieille 1989 0,75 l",1,1,1,1,1,1,1,1,1,1,"80","60","120"
26128,"Chateau Pavie-Macquin 1989 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","160","320"
26129,"Chateau Leoville-Poyferre 1990 0,75 l",1,1,1,1,1,1,1,1,1,1,"250","170","340"
26130,"Chateau Leoville-Poyferre 1990 0,75 l",1,1,1,1,1,1,1,1,1,1,"240","170","340"
26131,"Chateau La Lagune 1978 0,75 l(5)",NULL,1,1,1,1,1,1,1,1,1,"520","500","800"
26132,"Chateau Petrus 2016 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","3.2","5.6"
26133,"Chateau Kirwan 2004 0,75 l",1,1,1,1,1,1,1,1,1,1,"300","300","600"
26164,"Chateau Cantemerle 1975 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"30","20","40"
26134,"Chateau Sociando-Mallet 1986 0,75 l(1)",1,NULL,1,1,1,1,1,1,1,1,"80","60","120"
26135,"Serrignon, Louis Vosne Romanée 1964 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","140","290"
26136,"Chateau La Conseillante 1993 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"230","200","400"
26137,"Chateau Bon Pasteur 1989 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"105","105","210"
26138,"Chateau Lafaurie Peyraguey 1988 0,75 l",1,1,1,1,1,1,1,1,1,1,"420","420","840"
26139,"Chateau Trotanoy 2011 0,75 l",1,1,1,1,1,1,1,1,1,1,"480","480","960"
26140,"Chateau Moulin Saint Georges 2000 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"80","80","160"
26141,"Chateau Trotanoy 2008 0,75 l",1,1,1,1,1,1,1,1,1,1,"720","720","1.44"
26142,"Chateau Fonplegade 2011 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"240","240","480"
26143,"Chateau Cambon la Pelouse 2007 1,5 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","210","420"
26144,"Chateau Duhart-Milon-Rothschild 1971 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"40","30","60"
26145,"Mähler-Besse Cheval Noir 1985 0,75 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","60","90"
26146,"Antica  Chardonnay 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"65","45","90"
26147,"Excelsior Estate Shiraz Excelsior 2017 6,0 l",NULL,1,1,1,1,1,1,1,1,1,"150","110","200"
26148,"Knoll, Emmerich Loibner Schütt Grüner Veltliner Smaragd 2001 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"130","120","240"
26149,"Chateau Lynch-Bages 1985 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"120","110","220"
26150,"Chateau La Lagune 1994 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"300","300","600"
26151,"Pichler, F.X. Loibner Berg Grüner Veltliner Smaragd 2003 0,75 l(4)",NULL,NULL,1,1,1,1,1,1,1,1,"220","210","420"
26152,"Mondavi/Rothschild Opus One 1992 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"155","155","315"
26153,"Chateau Figeac 1986 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","120","240"
26154,"Lageder, Alois Cabernet Löwengang 2006 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","125","250"
26155,"Chateau d´Armailhac 1990 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"135","135","270"
26156,"Vignobles Perse Chateau Clos l´Eglise 1999 0,75 l(1)",1,NULL,1,1,1,1,1,1,1,NULL,"0","25","50"
26157,"Suntory The Yamazaki Single Malt Whisky 12 Year Old 43 % vol. NV  0,7 l",NULL,1,NULL,1,1,1,1,1,1,1,"180","160","320"
26158,"Hess Collection Cabernet Sauvignon 1999 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","60","120"
26159,"Chateau Mouton-Rothschild 1985 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"300","220","440"
26160,"Chateau de la Riviere 1986 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"48","48","90"
26161,"Castello Banfi Brunello di Montalcino Poggio al Oro Riserva 2004 0,75 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","210","420"
26162,"Argiano Brunello di Montalcino 2003 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"95","75","150"
26192,"Nittnaus Pannobile 2015 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"100","90","180"
26165,"Jermann Where the Dreams have no end... 1989 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"35","35","70"
26166,"Chateau Mouton-Rothschild 1993 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"300","300","600"
26167,"Domaine la Milliere Chateauneuf-du-Pape Vieilles Vignes 2003 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","360","720"
26168,"Poggio Scalette Capogatto 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","150","300"
26169,"Chateau Peyre Lebade 2001 0,75 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","40","80"
26170,"Bodegas Senorio Gran Paulet Reserva 1969 0,5 l",NULL,1,1,1,1,1,1,1,1,1,"40","40","80"
26171,"Pol Roger Brut 1988 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"130","80","160"
26172,"Dartigalongue, Pascal Armagnac 1946 0,7 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","200","400"
26173,"Veuve Clicquot Ponsardin La Grande Dame Brut 2006 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"75","75","150"
26174,"Marchesi Alfieri Barbera Superiore Alfiera 2005 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"50","30","60"
26175,"Huet, Gaston Vouvray le Mont demi sec 2006 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"55","45","90"
26176,"Chateau Brane-Cantenac 1986 0,75 l(1)",1,NULL,1,1,1,1,1,1,1,1,"160","80","160"
26177,"Mondavi/Rothschild Opus One 1991 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","230","460"
26178,"Chateau Canon-La-Gaffeliere 1995 0,75 l",1,1,1,1,1,1,1,1,1,1,"480","480","960"
26179,"Chateau Branaire-Ducru 1995 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","80","160"
26180,"Bodegas Riojanas Vina Albina Reserva 2001 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"60","60","120"
26181,"Chateau Haut-Brion 1994 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"265","235","470"
26182,"Weingut Keller Dalsheimer Hubacker Riesling Auslese *** 2005 0,375 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","210","420"
26183,"Chateau Cantemerle 1999 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"220","180","360"
26184,"Chateau Latour 1995 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","400","800"
26185,"Barone Ricasoli Chianti Classico Castello Brolio 1999 3,0 l",NULL,NULL,1,1,1,1,1,1,1,1,"55","45","90"
26186,"Chateau Rieussec 2010 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"80","40","80"
26187,"Monteverro 2011 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"160","130","260"
26188,"Henry's Drive Cabernet Sauvignon Reserve 2001 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","165","330"
26189,"Chateau Prieure-Lichine 1997 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"100","100","200"
26190,"Chateau Haut-Brion 1992 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"200","200","400"
26191,"Burge Family The Renoux 2001 0,75 l(11)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","240","480"
26193,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","300","600"
26194,"Chateau Leoville-Barton 2011 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"300","240","480"
26195,"Bacio Divino Angelico 1999 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"75","75","150"
26196,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2015 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"530","510","900"
26197,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2015 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","510","900"
26198,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2015 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"410","400","700"
26199,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2015 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"400","400","700"
26200,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","200","350"
26201,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","200","350"
26202,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","200","350"
26203,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","230","400"
26204,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","230","400"
26205,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"230","230","400"
26206,"Clos Saint Jean Chateauneuf-du-Pape ""Deus Ex Machina"" 2011 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","300","600"
26207,"Poliziano Vino Nobile di Montepulciano Vigna Asinone 1993 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","65","130"
26208,"Chateau Sociando-Mallet 1989 0,75 l(4)",1,NULL,1,1,1,1,1,1,1,NULL,"0","225","450"
26209,"Villa Banfi Tavernelle 1984 1,5 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","50","95"
26210,"J.H. Bachmann (Bremen) Beaujolais 1949 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","20","40"
26211,"Chateau d´Armailhac 1999 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","90","180"
26212,"Roversi Barolo 2005 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","40","80"
26213,"Molitor, Markus Zeltinger Sonnenuhr Riesling Kabinett Fass Nr. 6 2011 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","45","90"
26214,"Chateau Mouton-Rothschild 2002 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","300","600"
26215,"Baron Patrick de Ladoucette du Chateau Nozet Pouilly Fume de Ladourette 2008 5,0 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","160","320"
26216,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2009 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"90","60","120"
26217,"Chateau Clos des Menuts 1994 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"70","60","120"
26218,"Chateau Leoville-Barton 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"195","135","270"
26219,"Chateau Gazin 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"280","200","400"
26220,"Mondavi/Rothschild Opus One 2016 0,75 l",1,1,1,1,1,1,1,1,1,1,"280","190","380"
26221,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","60","120"
26222,"Ruinart Dom Ruinart Rosé Brut 1996 0,75 l",1,1,1,1,1,1,1,1,1,1,"175","145","290"
26223,"Pedauque, Reine Corton Charlemagne Grand Cru 1991 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"40","40","80"
26224,"Moet & Chandon Dom Perignon Brut 1983 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"200","180","360"
26225,"Chateau Latour 1971 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"330","320","640"
26226,"Moet & Chandon Dom Perignon Rosé Brut 2002 1,5 l",1,1,1,1,1,1,1,1,1,1,"585","475","945"
26227,"Dana Estates Hershey Vineyard Cabernet Sauvignon 2011 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","240","480"
26228,"Giacosa, Bruno Collina Rionda di Serralunga Barolo Riserva 1982 0,75 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","2.5","5"
26229,"Tement, Manfred Morillon Zieregg Beerenauslese 1996 0,375 l(1)",NULL,NULL,1,1,1,1,1,1,1,1,"110","50","100"
26230,"Chateau Pichon Longueville Baron 1989 0,75 l",1,1,1,1,1,1,1,1,1,1,"820","620","1.24"
26231,"Masi Costasera Amarone della Valpolicella Classico Riserva 2004 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"130","130","260"
26232,"Rosemount Cabernet Sauvignon Orange Vineyard 1995 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"90","90","180"
26233,"Continuum Estate Continuum Propriertary Red 2017 0,375 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","270","450"
26234,"Chateau Mouton-Rothschild 1993 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"280","250","500"
26235,"Chateau Grand-Puy-Lacoste 2011 0,75 l",1,1,1,1,1,1,1,1,1,1,"220","150","300"
26236,"Chateau Ste. Michelle Cabernet Sauvignon Columbia Valley 1993 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","80","160"
26237,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","80","120"
26238,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","80","120"
26239,"Römerhof Kollwentz Steinzeiler 2003 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"145","105","210"
26240,"Chateau Pichon Longueville Comtesse de Lalande 2012 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"180","160","280"
26241,"Chateau Cos d´Estournel 2012 0,75 l",1,1,1,1,1,1,1,1,1,1,"600","480","840"
26242,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,1,1,1,1,1,1,1,"150","130","260"
26243,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"75","75","150"
26244,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1973 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,1,"30","20","40"
26245,"Forstreiter Grüner Veltliner Grande Reserve trocken 1998 1,5 l",NULL,NULL,1,1,1,1,1,1,1,1,"60","30","40"
26246,"Chateau Kirwan 1996 0,75 l(3)",1,1,1,1,1,1,1,1,1,NULL,"0","270","540"
26540,"Weingut Keller Riesling G-Max 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","1.25","2.3"
26247,"Weingut Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese 1998 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,1,"50","50","110"
26248,"Bodegas Senorio Gran Paulet Reserva 1953 0,5 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","60","120"
26249,"Poliziano Vino Nobile di Montepulciano Vigna Asinone 1993 0,75 l(1)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","65","130"
26250,"Trepout, Marcel Fine Armagnac 1923 0,7 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","180","365"
26251,"Domaine Louis Trapet Chambertin Grand Cru 2005 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"250","250","500"
26252,"Heymann Löwenstein Winninger Röttgen Riesling Beerenauslese 2005 0,375 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","80","160"
26253,"Chateau Guiraud 2011 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"40","40","80"
26254,"Dartigalongue, Pascal Bas Armagnac 1950 0,7 l",NULL,1,1,1,1,1,1,1,1,NULL,"0","120","240"
26255,"Suntory The Yamazaki Single Malt Whisky 12 Year Old 43 % vol. NV  0,7 l",NULL,1,NULL,1,1,1,1,1,1,NULL,"0","180","360"
26256,"Chateau La Gaffeliere Naudes 1937 0,75 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","400","800"
26257,"Chateau de Pez 1945 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"200","120","240"
26258,"Chateau Beychevelle Amiral de Beychevelle, 2e vin de Beychevelle 1985 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"360","360","720"
26259,"Chateau Beychevelle Amiral de Beychevelle, 2e vin de Beychevelle 1985 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"370","360","720"
26260,"Chateau Beychevelle 1990 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"900","900","1.8"
26261,"Chateau Gruaud-Larose 1989 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"600","600","1.2"
26262,"Chateau Leoville Las Cases 1983 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"410","320","640"
26263,"Chateau Leoville Las Cases 1983 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"330","320","640"
26264,"Chateau Talbot 1978 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","250","500"
26265,"Chateau Talbot 1982 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"680","480","960"
26266,"Jadot, Louis Beaune Bressandes blanc 1er Cru 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"155","75","150"
26267,"Pichler, F.X. Dürnsteiner Grüner Veltliner Smaragd 2017 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","60","120"
26268,"Chateau Montrose La Dame de Montrose, 2e vin de Montrose 2010 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"240","120","240"
26269,"Chateau Cos Labory 2003 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"60","60","120"
26270,"Castello di Bolgheri Bolgheri Superiore 2015 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"85","75","150"
26271,"Bodegas Alejandro Fernandez Pesquera Reserva Millenium 1996 1,5 l",1,NULL,1,1,1,1,1,1,1,1,"130","120","240"
26272,"Ferrocinto Magliocco 2012 3,0 l",NULL,1,1,1,1,1,1,1,1,1,"20","20","40"
26273,"Chateau Mouton-Rothschild 1989 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"460","300","600"
26274,"Ferrocinto Magliocco 2012 5,0 l",NULL,1,1,1,1,1,1,1,1,1,"55","35","70"
26275,"Levi, Serafino Grappa - braun 49 % Vol. 2003 0,7 l",NULL,NULL,1,1,1,1,1,1,1,NULL,"0","100","200"
26276,"Domaine la Milliere Chateauneuf-du-Pape Vieilles Vignes 2003 0,75 l",1,1,1,1,1,1,1,1,1,1,"75","75","150"
26277,"Palacios, Alvaro Les Terrasses 1997 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,1,"35","35","70"
26278,"Chateau Talbot 1999 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"490","480","960"
26279,"Matarredonda Libranza 2006 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"55","45","90"
26280,"Oasi degli Angeli Kurni 2006 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"120","110","220"
26281,"Chateau Figeac 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"150","120","240"
26282,"Chateau de Sales 1992 0,75 l(3)",NULL,1,1,1,1,1,1,1,1,1,"40","40","100"
26283,"Comte Armand Pommard Clos des Epeneaux 1er Cru 1987 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"80","80","160"
26284,"Bonnet Gilmert Cuvee de Reserve Blanc de Blancs Grand Cru Brut 2012 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"120","120","240"
26285,"Chateau Marquis-de-Terme 1990 0,75 l(2)",NULL,NULL,1,1,1,1,1,1,1,1,"90","70","140"
26286,"Dönnhoff Niederhäuser Hermannshöhle Riesling Spätlese 2005 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"130","120","240"
26287,"Chateau Lafite-Rothschild 2001 0,75 l",1,1,1,1,1,1,1,1,1,NULL,"0","500","1"
26288,"Brumont, Alain Chateau Bouscassé 1996 0,75 l",NULL,1,1,1,1,1,1,1,1,1,"130","120","240"
26289,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1,1,1,1,1,1,1,1,1,"440","330","600"
26290,"Chateau Cantemerle 2001 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"60","60","120"
26291,"Brumont, Alain Chateau Montus 1996 0,75 l",NULL,NULL,1,1,1,1,1,1,1,1,"130","90","180"
26292,"Forman Cabernet Sauvignon 2015 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"180","150","300"
26293,"Krug Rosé Brut NV 0,75 l",1,1,NULL,1,1,1,1,1,1,1,"180","140","280"
26294,"Kalleske Shiraz Greenock 2007 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","150","300"
26295,"Chateau Calon-Segur 1996 0,75 l",1,NULL,1,1,1,1,1,1,1,1,"290","280","560"
26296,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2000 1,5 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.4","2.8"
26297,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2000 1,5 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.4","2.8"
26298,"Domaine Armand Rousseau Chambertin Grand Cru 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.55","3.1"
26299,"Domaine Armand Rousseau Chambertin Grand Cru 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.55","3.1"
26300,"Domaine Armand Rousseau Chambertin Grand Cru 1998 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.55","3.1"
26301,"Domaine Armand Rousseau Chambertin Grand Cru 2000 0,75 l",1,NULL,1,1,1,1,1,1,1,NULL,"0","1.5","3"
26302,"Lefort, Jean Volnay 1971 0,75 l(1)",NULL,1,1,1,1,1,1,1,1,1,"80","70","140"
