"id","name","winepoints_signalled","sold","winepoints"
29309,"Jaboulet Aine, Paul Crozes-Hermitage 1996 0,75 l(1)",NULL,1,0
29310,"Jaboulet Aine, Paul Hermitage La Chapelle 1996 0,75 l",1,1,92
29311,"Weingut Dr. Bürklin-Wolf Deidesheimer Langenmorgen Riesling Premier Cru 2010 0,75 l",1,1,90
29312,"Amiot Servelle Clos de Vougeot Grand Cru 2004 0,75 l",NULL,NULL,0
29313,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1994 0,75 l",NULL,1,0
29314,"Chateau Branaire-Ducru 1997 0,75 l",NULL,1,0
29315,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,1,94
29316,"Antinori Solaia 1987 0,75 l",NULL,1,0
29317,"Pichler, F.X. Grüner Veltliner Federspiel Loibner   2017 0,75 l",NULL,1,0
29318,"Weingut Keller Monsheimer Silberberg Rieslaner Beerenauslese  2006 0,375 l",NULL,NULL,0
29319,"Domaine des Comtes Lafon Meursault Charmes 1er Cru 1990 0,75 l",1,1,92
29320,"Sabathi, Erwin Sauvignon Blanc Steirische Klassik 2010 0,75 l(8)",NULL,NULL,0
29321,"Chateau Leoville-Barton 1996 0,75 l",1,1,93
29322,"Chateau Mayne Lalande 2000 0,75 l",NULL,1,0
29323,"Erika Obermeyer Flabbergast Cinsault 2016 0,75 l",NULL,1,0
29324,"Chateau Pichon Longueville Comtesse de Lalande 1996 0,75 l",1,1,96
29325,"Chateau Margaux 1998 0,75 l",1,1,91
29326,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2010 0,75 l",NULL,1,0
29327,"Weingut Igler Zweigelt Classic 2015 0,75 l",NULL,NULL,0
29328,"Gabrielskloof Syrah  2015 0,75 l",NULL,1,0
29329,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,0
29330,"Clos Saint Jean Chateauneuf-du-Pape ""La Combe des Fous"" 2008 0,75 l",1,1,94
29331,"Pichler, F.X. Dürnsteiner Liebenberg Grüner Veltliner Smaragd 2019 1,5 l",NULL,1,0
29332,"Pichler, F.X. Grüner Veltliner M Smaragd 2019 1,5 l",NULL,1,0
29333,"Pichler, F.X. Loibner Loibenberg Grüner Veltliner Smaragd 2019 1,5 l",NULL,1,0
29334,"Pichler, F.X. Loibner Loibenberg Riesling Smaragd 2019 1,5 l",NULL,1,0
29335,"Pichler, F.X. Loibner Steinertal Grüner Veltliner Smaragd 2019 1,5 l",NULL,1,0
29336,"Pichler, F.X. Loibner Steinertal Riesling Smaragd 2019 1,5 l",NULL,NULL,0
29337,"Chateau l´Angelus 1995 0,75 l",1,1,92
29338,"Chateau l´Angelus 1995 0,75 l",1,1,92
29339,"Chateau l´Angelus 1995 0,75 l",1,1,92
29340,"Chateau l´Angelus 1995 0,75 l",1,1,92
29341,"Domaine Leroy Vosne Romanee Les Beaux Monts 1er Cru 1993 0,75 l",1,1,96
29342,"Dugat, Claude Gevrey Chambertin 1er Cru 1998 0,75 l",1,1,90
29343,"Dugat, Claude Gevrey Chambertin 1er Cru 1998 0,75 l",1,1,90
29344,"Dugat, Claude Gevrey Chambertin 1er Cru 1998 0,75 l(2)",1,1,90
29345,"Leroy S.A. Bourgogne Rouge 1993 0,75 l",NULL,1,0
29346,"Leroy S.A. Nuits Saint Georges Village 1993 0,75 l",NULL,1,0
29347,"Leroy S.A. Nuits Saint Georges Village 1993 0,75 l",NULL,1,0
29348,"Leroy S.A. Nuits Saint Georges Village 1993 0,75 l",NULL,1,0
29349,"Mugneret, Denis Echezeaux Grand Cru 1998 0,75 l",NULL,1,0
29350,"Mugneret, Denis Echezeaux Grand Cru 1998 0,75 l",NULL,1,0
29351,"Chateau Figeac 1984 0,75 l(2)",NULL,NULL,0
29352,"Tenuta San Guido Sassicaia 2000 0,75 l",1,1,93
29353,"Chateau Nairac 1998 0,75 l",NULL,NULL,0
29354,"Autreau de Champillon Champagner Brut Cuvee Prestige ""Les Perles de la Dhuy"" Grand Cru 1995 0,75 l",NULL,1,0
29355,"Conterno, Aldo Barolo Bricco Bussia Vigna Cicala 1989 0,75 l",NULL,NULL,0
29356,"Bodegas Vega Sicilia Unico Reserva Especial NV 0,75 l",1,1,99
29357,"Chateau Lafite-Rothschild 2001 0,75 l",1,1,94
29358,"Chateau Nairac 1998 0,75 l",NULL,NULL,0
29359,"Laboure-Roi Corton Charlemagne Grand Cru 1973 0,75 l",NULL,1,0
29361,"Chateau Mouton-Rothschild 1985 0,75 l",1,1,90
29362,"Domaine Jean-Louis Chave Hermitage 1995 0,75 l",1,1,97
29363,"Wynn's Estate Coonawarra Cabernet Sauvignon ""John Riddoch"" 1994 0,75 l",NULL,1,0
29364,"Wynn's Estate Coonawarra Cabernet Sauvignon ""John Riddoch"" 1994 0,75 l",NULL,1,0
29365,"Hardys, Eileen Shiraz 1997 0,75 l",1,1,92
29366,"Hardys, Eileen Shiraz 1997 0,75 l",1,1,92
29367,"Barry, Jim McCrae Wood Shiraz Limited Release 1996 1,5 l",NULL,1,0
29368,"Barry, Jim McCrae Wood Shiraz Limited Release 1996 1,5 l",NULL,1,0
29369,"Irvine, James Grand Merlot 1996 0,75 l(2)",1,NULL,92
29370,"Mitchelton Shiraz Print Label 1996 1,5 l",NULL,1,0
29371,"Gross, Alois Ratscher Nussberg Weißburgunder  1997 1,5 l",NULL,1,0
29372,"Igler, Hans Pinot Blanc 2017 0,75 l",NULL,NULL,0
29373,"Blankiet Rive Droite Proprietary Red 2011 0,75 l",1,NULL,89
29374,"Peel Estate Shiraz 1996 0,75 l",NULL,NULL,0
29375,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,NULL,90
29376,"Proidl Senftenberger Pellingen Grüner Veltliner ""Nikolaus Wein"" Barrique trocken 1997 0,5 l",NULL,1,0
29377,"Beringer Cabernet Sauvignon 1995 0,75 l(1)",1,1,97
29378,"Bacio Divino Proprietary Red 2000 0,75 l",1,NULL,90
29379,"Rosemount Balmoral Syrah 1994 0,75 l",NULL,1,0
29380,"Mantlerhof Grüner Veltliner Beerenauslese 1995 0,5 l",NULL,1,0
29381,"Weingut von Winning Forster Ungeheuer Riesling ""U 500""  2011 0,75 l",NULL,1,0
29382,"Excelsior Estate Merlot Excelsior 2017 1,5 l",NULL,NULL,0
29383,"Kracher Grande Cuvee Nr. 7 Nouvelle Vague Trockenbeerenauslese 2005 0,375 l",1,NULL,94
29384,"Chateau Lafite-Rothschild 1981 0,75 l",1,1,91
29385,"Chateau La Clemence 2011 0,75 l",NULL,1,0
29386,"Heymann Löwenstein Winninger Uhlen Laubach Riesling Erste Lage 2005 0,75 l",1,NULL,91
29387,"Chateau Cos d´Estournel 1997 0,75 l",NULL,1,0
29388,"Charles Heidsieck Blanc des Millenaires Brut 1995 0,75 l",1,1,95
29389,"Chateau Margaux Pavillon Blanc 1993 0,75 l",1,NULL,90
29390,"Chateau Pichon Longueville Baron 1994 0,75 l",NULL,1,0
29391,"Heymann Löwenstein Winninger Uhlen Laubach Riesling Erste Lage 2007 0,75 l",1,1,91
29392,"Ferrer Bobet Seleccio Especial 2014 0,75 l",NULL,NULL,0
29393,"Chateau Pichon Longueville Baron 1984 0,75 l",NULL,1,0
29394,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
29395,"Chateau Lynch-Moussas 1985 0,75 l",NULL,1,0
29396,"Römerhof Kollwentz Blaufränkisch Setz 2015 0,75 l",NULL,1,0
29397,"Standish Andelmonde Vineyard Shiraz 2012 0,75 l",1,NULL,90
29398,"Domaine Clos du Caillou Chateauneuf-du-Pape les Quartz 2003 0,75 l",1,1,94
29399,"Rostaing, René Cote Rotie Cote Blonde 2001 0,75 l",1,1,91
29400,"Mellasat Cabernet Sauvignon 2013 0,75 l",NULL,NULL,0
29403,"Suntory Hibiki Harmony Whisky 43 % vol. NV 0,7 l",NULL,1,0
29404,"Suntory Hibiki Harmony Whisky 43 % vol. NV 0,7 l",NULL,1,0
29405,"Suntory Hibiki Harmony Whisky 43 % vol. NV 0,7 l",NULL,1,0
29406,"Suntory Hibiki Whisky 17 years old 43 % vol. NV 0,7 l",NULL,1,0
29407,"Suntory The Hakushu Single Malt Whisky 18 year old  43 % vol. NV 0,7 l",NULL,1,0
29408,"Suntory The Yamazaki Single Malt Whisky 12 years old 43 % vol. NV  0,7 l",NULL,1,0
29409,"Suntory The Yamazaki Single Malt Whisky 12 years old 43 % vol. NV  0,7 l",NULL,1,0
29410,"Oamaruvian ""100 Proof"" Whisky 18 years old Doublewood Red Wine Cask Strengh 50 % vol. NV 0,5 l",NULL,1,0
29411,"Fontodi Vigna del Sorbo Chianti Classico Riserva 2007 0,75 l",1,NULL,95
29412,"Koehler-Ruprecht Kallstadter Saumagen Riesling Eiswein 1997 0,75 l",NULL,NULL,0
29413,"Sterling Vineyards SVR Reserve Proprietary Red 1995 0,75 l",NULL,NULL,0
29414,"Clos du Mont - Olivet Chateauneuf-du-Pape ""La Cuvee du Papet"" 2012 0,75 l",1,NULL,94
29415,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1991 0,75 l",NULL,NULL,0
29416,"Chateau Peyreau 2003 0,75 l",NULL,NULL,0
29417,"Chateau Batailley 1997 0,75 l",NULL,NULL,0
29418,"Weingut Müller-Catoir Haardter Herrenletten Ruländer Trockenbeerenauslese 1983 0,375 l",NULL,NULL,0
29419,"Domaine de la Janasse Cotes du Rhone Les Garrigues 1998 0,75 l",NULL,NULL,0
29420,"Clos Saint Jean Chateauneuf-du-Pape ""Deus Ex Machina"" 2011 0,75 l",1,NULL,98
29423,"Domaine Trapet Pere et Fils Latricieres Chambertin Grand Cru 1999 0,75 l",NULL,1,0
29424,"Henry's Drive Cabernet Sauvignon Reserve 2001 1,5 l",1,NULL,91
29425,"Chateau Clos Fourtet 2016 0,75 l",1,NULL,95
29426,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
29427,"Heidsieck & Co Monopole Diamant Bleu Brut 1989 0,75 l",1,NULL,91
29428,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,NULL,90
29429,"Rostaing, René Cote Rotie Cote Blonde 2001 0,75 l",1,1,91
29430,"Chateau Gazin 1959 0,75 l",NULL,1,0
29431,"Bründlmayer Lamm Grüner Veltliner 1998 0,75 l",NULL,1,0
29432,"Igler, Hans Pinot Blanc 2017 0,75 l",NULL,NULL,0
29433,"Chateau Lafite-Rothschild 1994 0,75 l",1,NULL,90
29434,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",1,NULL,96
29435,"Perrier-Jouet Belle Epoque Brut 1988 0,75 l",1,1,92
29436,"Chateau Pichon Longueville Baron 1990 0,75 l(1)",1,1,98
29437,"Chateau Calon-Segur 1953 0,75 l",NULL,NULL,0
29438,"Domaine du Trapadis Cotes du Rhone Villages Harys Rasteau 2003 0,75 l",NULL,NULL,0
29439,"Coche Bizouard Meursault 2004 0,375 l",NULL,1,0
29440,"Penfolds Cabernet Shiraz Bin 389 1992 0,75 l(1)",NULL,1,0
29441,"Caymus Cabernet Sauvignon Special Selection 1992 0,75 l",1,1,94
29442,"Caymus Cabernet Sauvignon Special Selection 1994 0,75 l",1,1,95
29443,"Caymus Cabernet Sauvignon Special Selection 1995 0,75 l",1,1,93
29444,"Hobbs, Paul Cabernet Sauvignon 2013 0,75 l",1,NULL,93
29445,"Mondavi Cabernet Sauvignon Reserve 1994 0,75 l",1,1,97
29446,"Pride Mountain Vineyards Cabernet Sauvignon   1996 0,75 l",1,1,92
29447,"Pride Mountain Vineyards Cabernet Sauvignon Reserve 1996 0,75 l",1,1,99
29448,"Pride Mountain Vineyards Claret Reserve 1995 0,75 l(1)",1,1,96
29449,"Pride Mountain Vineyards Claret Reserve 1997 0,75 l",1,1,95
29450,"Pride Mountain Vineyards Merlot 1996 0,75 l(2)",1,1,90
29451,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1983 0,375 l",NULL,NULL,0
29452,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1988 0,75 l(4)",NULL,NULL,0
29453,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1989 0,75 l",NULL,NULL,0
29454,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1989 0,75 l",NULL,1,0
29455,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1990 0,75 l",1,1,91
29456,"Trimbach, F.E. Riesling Cuvee Frederic Emile 1990 0,75 l",1,1,91
29457,"Trimbach, F.E. Riesling Reserve 1990 0,375 l(3)",NULL,NULL,0
29458,"Baron Patrick de Ladoucette du Chateau Nozet Pouilly Fume Baron de L 1990 0,75 l",NULL,1,0
29459,"Guigal, Etienne Condrieu 1995 0,75 l",NULL,1,0
29460,"Prüm, J.J. Wehlener Sonnenuhr Riesling Spätlese 2001 0,75 l",1,1,96
29461,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1990 0,75 l",NULL,1,0
29462,"Andersons Conn Valley Chardonnay 1998 0,75 l",NULL,NULL,0
29463,"Pichler, F.X. Loibner Berg Grüner Veltliner Smaragd 2001 0,75 l(2)",1,1,91
29464,"Bruno Paillard Premiere Cuvee Brut NV 0,75 l",NULL,1,0
29465,"Oremus Tokaji Aszu 5 Puttonyos 1995 0,5 l",NULL,NULL,0
29466,"Pichler, F.X. Dürnsteiner Liebenberg Grüner Veltliner Smaragd 2017 1,5 l",1,NULL,93
29467,"Chateau Pavie-Macquin 2010 0,75 l",1,NULL,95
29468,"Weingut Dr. Bürklin-Wolf Wachenheimer Goldbächel Riesling Beerenauslese 1994 0,75 l",NULL,NULL,0
29469,"Chateau Nairac 2011 0,75 l",1,1,93
29470,"Fürst von Metternich-Winneburg'sches Domänen Rentamt/ Schloß Johannisberg Schloß Johannisberg Rosalack Riesling Auslese 1953 0,75 l",NULL,1,0
29471,"Chateau Cheval Blanc 1994 1,5 l",NULL,1,0
29472,"Chateau Monbousquet 1995 0,75 l",1,1,92
29473,"Chateau Leoville Las Cases 1987 0,75 l",NULL,1,0
29474,"Imparato, Silvia Montevetrano 1996 1,5 l",1,1,90
29475,"Braida Bricco Uccellone Barbera 1996 0,75 l(1)",NULL,1,0
29476,"Gaja, Angelo Barbaresco 1983 0,75 l",1,1,93
29477,"Gillardi Harys Rosso Langhe 1998 0,75 l",NULL,1,0
29478,"La Spinetta, Rivetti Barolo Vürsu Vigneto Campe 2000 0,75 l(3)",1,1,94
29479,"Malvira Malvira Roero 1995 0,75 l",NULL,1,0
29480,"Malvira Malvira Roero 1995 0,75 l",NULL,1,0
29481,"Chateau Clerc-Milon Rothschild 1998 0,75 l",NULL,1,0
29482,"Heinrich, Gernot Salzberg 1999 0,75 l",NULL,1,0
29483,"Chateau Rieussec 1998 0,75 l",1,NULL,95
29484,"Bacio Divino Proprietary Red 1997 0,75 l",1,NULL,90
29485,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee 1994 0,75 l",1,NULL,91
29486,"Chateau Pichon Longueville Baron Les Tourelles de Longueville, 2e vin de Pichon-Baron 2000 0,75 l",NULL,NULL,0
29487,"Bodegas Remirez de Ganuza Trasnocho 2008 0,75 l",1,1,96
29488,"Weingut Keller Niersteiner Hipping ""R"" Riesling 2012 0,75 l",NULL,1,0
29489,"Conterno Fantino Barolo Sori Ginestra 1998 0,375 l",1,1,92
29490,"Kracher Welschriesling  Nr. 2 Zwischen den Seen Trockenbeerenauslese 1995 0,375 l",NULL,1,0
29491,"Brumont, Alain Chateau Montus Cuveé Prestige 1996 0,75 l",NULL,1,0
29492,"Monteverro 2012 0,75 l",1,1,94
29493,"Chateau Cheval Blanc 1970 0,75 l",NULL,1,0
29494,"Weingut Igler Blaufränkisch Classic 2015 0,75 l",NULL,1,0
29495,"Domaine La Barroche Chateauneuf-du-Pape Signature 2006 0,75 l",1,1,92
29496,"Monteverro 2010 6,0 l",1,1,96
29497,"Chateau Palmer 1998 0,75 l",1,1,91
29498,"Dönnhoff Niederhäuser Hermannshöhle Riesling Spätlese 2006 0,75 l",1,1,95
29499,"Chateau Latour 1998 0,75 l",1,1,90
29500,"Chateau Ducru-Beaucaillou 1995 0,75 l",1,1,94
29501,"Chateau l´Angelus 1995 0,75 l",1,1,92
29502,"Chateau l´Angelus 1995 0,75 l",1,1,92
29694,"van Volxem Ockfener Bockstein Riesling Spätlese 2015 0,75 l",NULL,1,0
29503,"Chateau Margaux 1998 0,75 l",1,1,91
29504,"Chateau Margaux 1998 0,75 l",1,1,91
29505,"Chateau Margaux 1999 0,75 l",1,1,95
29506,"Chateau Lafite-Rothschild 1998 0,75 l",1,1,98
29507,"Chateau Lafite-Rothschild 1998 0,75 l",1,1,98
29508,"Chateau Lafite-Rothschild 1998 0,75 l",1,1,98
29509,"Chateau Lafite-Rothschild 1998 0,75 l",1,1,98
29510,"Chateau Lafite-Rothschild 1999 0,75 l",1,1,95
29511,"Mugneret, Denis Echezeaux Grand Cru 1998 0,75 l",NULL,1,0
29512,"Mugnier, Jacques-Frederic Chambolle Musigny Les Fuees 1er Cru 1993 0,75 l",NULL,1,0
29513,"Confuron, Jean Jacques Clos de Vougeot Grand Cru 1996 0,75 l",1,1,91
29514,"Confuron, Jean Jacques Clos de Vougeot Grand Cru 1996 0,75 l",1,1,91
29515,"Confuron, Jean Jacques Clos de Vougeot Grand Cru 1996 0,75 l",1,1,91
29516,"Chateau d´Issan 1996 0,75 l",NULL,1,0
29517,"Chateau Gruaud-Larose 1996 0,75 l",1,1,90
29518,"Chateau Leoville-Barton 1998 0,75 l",1,1,91
29519,"Chateau Talbot 1996 0,75 l",1,1,91
29520,"Chateau Talbot 1996 0,75 l",1,1,91
29522,"Antinori Solaia 1982 0,75 l",1,NULL,91
29523,"Clos des Papes, Avril Chateauneuf-du-Pape 1995 0,75 l",1,NULL,93
29524,"Chateau La Clotte 2006 0,75 l",NULL,1,0
29525,"Chateau Latour Les Forts de Latour, 2e vin de Latour 1976 0,75 l",NULL,NULL,0
29526,"Chateau Coutet 1997 0,75 l",1,NULL,90
29527,"Drouhin, Joseph Echezeaux Grand Cru 1990 0,75 l",1,1,91
29528,"Chateau Bon Pasteur 1989 0,75 l",NULL,NULL,0
29529,"Chateau Latour 1988 0,75 l",1,NULL,91
29530,"Domaine de Trevallon Domaine de Trevallon blanc 2015 0,75 l",NULL,NULL,0
29531,"Mitchelton Shiraz Print Label 1996 1,5 l",NULL,1,0
29532,"Houghton Wines Jack Mann Cabernet Sauvignon - Shiraz - Malbec 1995 0,75 l",NULL,NULL,0
29533,"Houghton Wines Jack Mann Cabernet Sauvignon - Shiraz - Malbec 1995 0,75 l",NULL,NULL,0
29534,"Weingut Müller-Catoir Gimmeldingen Riesling Kabinett 2016 0,75 l",NULL,1,0
29535,"Weingut Müller-Catoir Haardt Spätburgunder 2016 0,75 l",NULL,1,0
29536,"Weingut Müller-Catoir Haardter Herzog Spätburgunder  2015 0,75 l",NULL,1,0
29537,"Weingut Müller-Catoir Herrenletten Grauburgunder  2015 0,75 l",NULL,1,0
29538,"Weingut Müller-Catoir Herrenletten Weissburgunder  2017 0,75 l",NULL,1,0
29539,"Weingut Müller-Catoir Riesling Haardter Bürgergarten ""Im Breumel"" Grosses Gewächs 2016 0,75 l",1,1,92
29540,"Domaine Saint-Ser Cuvee Tradition Blanc 2015 0,75 l",NULL,1,0
29541,"Bacio Divino Proprietary Red 2000 0,75 l",1,NULL,90
29542,"Mantlerhof Grüner Veltliner Beerenauslese 1995 0,5 l(2)",NULL,1,0
29543,"Wynn's Estate Coonawarra Cabernet Sauvignon ""John Riddoch"" 1994 0,75 l",NULL,1,0
29544,"Weingut Falkenstein Weissburgunder 2015 0,75 l",NULL,1,0
29545,"Torres, Miguel Cabernet Sauvignon Reservado Manso Velasco 1996 0,75 l",NULL,1,0
29546,"Chateau Troplong-Mondot 1988 0,75 l",1,1,90
29547,"Lechner Kremser Sandgrube Grüner Veltliner Auslese trocken 1999 0,5 l",NULL,1,0
29548,"Quinta do Mouro Estremoz 2005 0,75 l",NULL,1,0
29549,"Gantenbein Pinot Noir  2015 0,75 l",NULL,1,0
29550,"Quinta do Vale Meao Tinto 2009 0,75 l",1,1,94
29551,"Bologna, Giacomo Barbera d'Asti Ai Suma 1995 0,75 l(1)",NULL,1,0
29552,"Chateau Figeac 1950 0,75 l",1,1,97
29553,"Chateau Latour a Pomerol 1998 0,75 l",1,1,90
29554,"Chateau de Fonbel 1990 0,75 l",NULL,NULL,0
29555,"Chateau Troplong-Mondot 1993 0,75 l",NULL,NULL,0
29556,"Chateau Leoville-Barton 1996 0,75 l",1,1,93
29557,"Chateau L´If 2014 0,75 l",1,NULL,92
29695,"van Volxem Ockfener Bockstein Riesling Spätlese 2015 0,75 l",NULL,1,0
29558,"Chateau Kirwan 2005 0,75 l",1,1,90
29559,"Pommery Cuveé Louise Brut 2003 0,75 l",NULL,1,0
29560,"Henschke Mount Edelstone Shiraz 2001 0,75 l",1,1,95
29561,"Knoll, Emmerich Loibner Schütt Grüner Veltliner Smaragd 2018 1,5 l",NULL,1,0
29562,"Warrenmang The Miracle 2008 0,75 l",NULL,NULL,0
29563,"Bollinger Special Cuvee Brut NV 0,75 l(1)",1,1,93
29564,"Alzinger, Leo Loibner Steinertal Grüner Veltliner Smaragd 2018 3,0 l",1,1,93
29565,"Chateau Haut-Bailly 1996 0,75 l",1,1,92
29566,"Knoll, Emmerich Dürnsteiner Kellerberg Riesling Smaragd 2018 1,5 l",1,1,91
29567,"Domaine de St. Prefert Chateauneuf-du-Pape Collection Charles Giraud 2011 1,5 l",NULL,1,0
29568,"Nittnaus Ungerberg 2004 0,75 l",NULL,NULL,0
29569,"Castagnon Armagnac 1920 0,7 l",NULL,1,0
29570,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",NULL,1,0
29581,"Chapoutier, Max Ermitage de L'Oree blanc 1999 0,75 l",1,NULL,99
29582,"Chateau La Pointe 1997 0,75 l",NULL,NULL,0
29583,"Jadot, Louis Gevrey Chambertin Clos St. Jacques 1er Cru 1994 0,75 l",NULL,NULL,0
29584,"Chateau l´Angelus 1986 0,75 l",1,NULL,94
29585,"Ornellaia 1993 0,75 l",NULL,NULL,0
29586,"Leitz, Josef Rüdesheimer Berg Rottland Riesling ""Alte Reben"" Goldkapsel trocken 2006 0,75 l(2)",NULL,1,0
29587,"Chateau Mouton-Rothschild 1976 0,75 l",NULL,1,0
29588,"Chateau Lynch-Bages 1985 0,75 l",1,1,95
29589,"Chateau Sociando-Mallet 2010 0,75 l",NULL,1,0
29590,"Chateau Poujeaux 2010 0,75 l",1,1,90
29591,"Chateau Haut-Bages-Liberal 2010 0,75 l",1,1,91
29592,"Chateau Pedesclaux 2010 0,75 l",1,1,91
29593,"Chateau Beauregard 2010 0,75 l",1,1,91
29594,"Chateau La Croix de Gay 2010 0,75 l",1,1,91
29595,"Chateau La Confession 2010 0,75 l",1,1,93
29596,"Roederer, Louis Cristal Brut 1999 0,75 l",1,NULL,98
29597,"Ojai Syrah Roll Ranch Vineyard 2005 0,75 l(5)",1,NULL,91
29598,"Chateau Batailley 2006 0,75 l",1,1,91
29599,"Chateau Smith-Haut-Lafitte Chateau Smith-Haut-Lafitte rouge 2006 0,75 l",1,1,93
29600,"Domaine Emilian Gillet - Thevenet, J. Macon Village Quintaine 1999 1,5 l",NULL,1,0
29601,"Chateau Lafite-Rothschild 1991 0,75 l",NULL,1,0
29602,"Chateau Lafite-Rothschild 1991 0,75 l",NULL,NULL,0
29603,"Dupeyron Armagnac Napoleon 1935 0,7 l",NULL,NULL,0
29604,"Kalleske Grenache Old Vine 2007 0,75 l",1,NULL,91
29605,"Feiler-Artinger Solitaire 1999 0,75 l",NULL,1,0
29606,"Turley Cellars Hayne Vineyard Petite Syrah 1999 0,75 l",1,1,97
29607,"Turley Cellars Hayne Vineyard Petite Syrah 2004 0,75 l",1,1,96
29608,"Turley Cellars Zinfandel Moore (Earthquake) Vineyard 1999 0,75 l",1,1,95
29609,"Viader Proprietary Red 1998 1,5 l",NULL,1,0
29610,"Staglin Family Vineyard Cabernet Sauvignon, 25th Anniversary Selection 2007 1,5 l",1,NULL,96
29611,"Pride Mountain Vineyards Cabernet Franc 1997 0,75 l",1,1,93
29612,"Burge Family Olive Hill Grenache Shiraz Mourvedre 2001 0,75 l",NULL,1,0
29613,"Kaesler Cabernet Sauvignon 2005 0,75 l",NULL,1,0
29614,"Anakota Helena Dakota Vineyard Cabernet Sauvignon 2017 0,75 l",1,1,96
29615,"Anakota Helena Dakota Vineyard Cabernet Sauvignon 2017 0,75 l",1,1,96
29616,"Chateau Clerc-Milon Rothschild 1998 0,75 l",NULL,1,0
29619,"Chateau Mouton-Rothschild 1981 0,75 l",NULL,1,0
29620,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
29621,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
29622,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
29623,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
29624,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
29625,"Chateau l´Angelus 1997 0,75 l",1,1,90
29626,"Chateau Pavie 2003 0,75 l",1,1,96
29627,"Heymann Löwenstein Winninger Uhlen Roth Lay Riesling Beerenauslese 2005 0,375 l",NULL,NULL,0
29628,"Chateau Pape-Clement Chateau Pape-Clement rouge 1996 0,75 l",NULL,1,0
29629,"Weingut Müller-Catoir Mußbacher Eselshaut Riesling Eiswein 2001 0,375 l",NULL,NULL,0
29631,"Chateau Villars 1995 0,75 l(10)",NULL,NULL,0
29633,"Sandrone, Luciano Barolo Cannubi Boschis 1997 0,75 l",1,1,96
29634,"Domaine Bachelet Charmes Chambertin Vieilles Vignes Grand Cru 2008 0,75 l",1,1,94
29635,"Chateau Larrivet-Haut-Brion Chateau Larrivet-Haut-Brion rouge 2003 0,75 l",NULL,1,0
29636,"Moccagatta Barbera d'Alba ""Basarin"" 1994 0,75 l",NULL,1,0
29637,"Pecchenino La Castella 1994 1,5 l",NULL,1,0
29638,"Rocche dei Manzoni Bricco Manzoni 1993 0,75 l",NULL,1,0
29639,"Rocche dei Manzoni Bricco Manzoni 1993 3,0 l",NULL,1,0
29640,"Scavino, Paolo Barolo Bric del Fiasc 1993 1,5 l",1,1,95
29641,"Voerzio, Roberto Barolo Cerequio 1993 0,75 l(1)",NULL,1,0
29642,"Voerzio, Roberto Barolo la Serra 1993 0,75 l(1)",NULL,1,0
29643,"Lageder, Alois Cabernet Sauvignon Cor Römigberg 1994 0,75 l",1,1,91
29644,"Ornellaia Masseto Merlot 1993 0,75 l",1,1,91
29645,"Ornellaia Masseto Merlot 1993 0,75 l",1,1,91
29646,"Lageder, Alois Cabernet Löwengang 2006 0,75 l",NULL,NULL,0
29647,"Tenuta di Caparzo Brunello di Montalcino 'La Casa' 2004 3,0 l",1,1,93
29648,"Schröck, Heidi Welschriesling Elysium I Ruster Ausbruch 1999 0,375 l",NULL,1,0
29649,"Bacio Divino Proprietary Red 1997 0,75 l",1,NULL,90
29650,"Chardon Clos de Vougeot Grand Cru 1981 0,75 l",NULL,1,0
29651,"Castello dei Rampolla Sammarco 1994 0,75 l",1,1,92
29652,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2012 0,75 l",NULL,NULL,0
29653,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Eiswein 2001 0,375 l",NULL,NULL,0
29654,"Chateau de Laubade Armagnac 1952 0,7 l",NULL,NULL,0
29655,"Weil, Robert Kiedricher Gräfenberg Riesling Trockenbeerenauslese 1993 0,375 l",NULL,NULL,0
