"id","name","winepoints_signalled","sold","winepoints"
32948,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2013 0,75 l",1,1,90
32949,"Staatsweingut Eltville Steinberger Riesling Eiswein 1986 0,75 l",NULL,1,0
32950,"Chateau l´Arrosee 2005 0,75 l",1,1,91
32951,"Chateau de Fargues 1985 0,75 l",NULL,1,0
32952,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,NULL,90
32953,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,NULL,90
32954,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,NULL,90
32955,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,NULL,90
32956,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,NULL,94
32957,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,NULL,94
32958,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,NULL,94
32959,"Chateau Clos Fourtet 2015 0,75 l",1,NULL,94
32960,"Weingut Igler Zweigelt Classic 2015 0,75 l",NULL,NULL,0
32961,"Chateau Hosanna 2017 0,75 l",1,1,96
32962,"Kalleske Shiraz Greenock 2011 0,75 l",NULL,NULL,0
32963,"Rostaing, René Cote Rotie Cote Blonde 2001 0,75 l",1,NULL,91
32964,"Chateau Talbot 1970 0,75 l",NULL,1,0
32965,"La Spinetta, Rivetti Sezzana 2005 0,75 l",NULL,1,0
32966,"Chateau Phelan-Segur 2007 0,75 l",NULL,1,0
32967,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2010 0,75 l(4)",NULL,1,0
32968,"Chateau Langoa-Barton 2008 0,75 l",1,1,90
32969,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,1,90
32970,"Allegrini Amarone della Valpolicella Classico 2006 3,0 l",1,1,94
32971,"Oremus Tokaji Furmint Late Harvest 2000 0,375 l",NULL,NULL,0
32972,"Triebaumer, Ernst Mariental Blaufränkisch 2003 0,75 l",1,1,91
32973,"Tement, Manfred Sauvignon Blanc Reserve Zieregg 2000 0,75 l",NULL,1,0
32974,"Chateau Mouton-Rothschild 1987 0,75 l",NULL,1,0
32975,"Penfolds Cabernet Sauvignon Bin 707 1996 0,75 l",1,1,93
32976,"Chateau Palmer 1973 1,5 l",NULL,1,0
32977,"Mitolo Shiraz Savitar 2005 0,75 l",1,1,96
32978,"Chateau Margaux 1994 0,75 l",1,NULL,91
32979,"Domaine de Chevalier   Domaine de Chevalier rouge 1975 0,75 l(1)",NULL,1,0
32980,"Chateau l´Eglise-Clinet 1996 0,75 l",1,1,90
32981,"Chateau Trotanoy 1989 0,75 l",1,1,90
32982,"Chateau Rayas Chateauneuf-du-Pape Pignan Reserve 1995 0,75 l",NULL,1,0
32983,"Chateau Rayas Chateauneuf-du-Pape Reserve 1993 0,75 l",NULL,1,0
32984,"Chateau Rayas Chateauneuf-du-Pape Reserve 2003 0,75 l",1,1,95
32985,"Chateau Rayas Chateauneuf-du-Pape Reserve 2003 0,75 l",1,1,95
32986,"Domaine Jean-Louis Chave Hermitage 1990 0,75 l",1,1,98
32989,"Weil, Robert Kiedricher Gräfenberg Riesling Erstes Gewächs 2015 0,75 l(2)",1,1,95
32990,"Weingut Franz Künstler Hochheimer Hölle Riesling Erstes Gewächs 2016 0,75 l",NULL,1,0
32991,"Weingut Franz Künstler Hochheimer Hölle Riesling Erstes Gewächs 2016 0,75 l",NULL,1,0
32992,"Weingut Franz Künstler Hochheimer Hölle Riesling Erstes Gewächs 2016 0,75 l",NULL,1,0
32993,"Drouhin, Joseph Pommard Village 2015 0,75 l",NULL,1,0
32994,"Drouhin, Joseph Savigny Les Beaune Clos des Godeaux rouge 2015 0,75 l",NULL,1,0
32995,"Drouhin, Joseph Savigny Les Beaune Clos des Godeaux rouge 2015 0,75 l",NULL,1,0
32996,"Chateau Cambon la Pelouse 2010 0,75 l",NULL,1,0
32997,"Chateau Cambon la Pelouse 2010 1,5 l",NULL,1,0
33022,"Chateau Latour 2008 0,75 l",1,1,95
32998,"Chateau Cantemerle 2006 0,75 l(4)",1,1,92
32999,"Oremus Tokaji Aszu 5 Puttonyos 1995 0,5 l",NULL,NULL,0
33000,"Chateau Doisy-Daene Chateau L'Extravagant de Doisy-Daene 2011 0,75 l",1,1,95
33001,"Inniskillin Winery  Inniskillin Riesling Icewine 1999 0,375 l",1,NULL,92
33002,"Domaine Perrot-Minot Mazoyeres Chambertin Vieilles Vignes Grand Cru 2006 0,75 l(1)",1,1,94
33003,"Levi, Serafino Grappa - braun 50 % Vol. 1997 0,7 l",NULL,NULL,0
33004,"Giacosa, Bruno Barbaresco Santo Stefano di Neive 2005 0,75 l",1,1,95
33006,"Chateau La Conseillante 1995 0,75 l",1,1,93
33007,"Moet & Chandon Dom Perignon Rosé Brut 2003 0,75 l",1,1,94
33008,"Domaine Louis Trapet Chambertin Grand Cru 2005 0,75 l",1,NULL,93
33009,"NWAO (Nationale Union des Weinbaus) Massandra Tokaji ""Aluschta"" Collection 1943 0,75 l",NULL,1,0
33010,"NWAO (Nationale Union des Weinbaus) Massandra White Muscat ""Crimea"" Collection 1944 0,75 l",NULL,1,0
33011,"NWAO (Nationale Union des Weinbaus) Massandra White Muscat ""Kastell"" Collection 1943 0,75 l",NULL,1,0
33012,"Bollinger Vintage R.D. Extra Brut 1997 0,75 l",1,1,94
33013,"Serafin Pere et Fils Gevrey Chambertin Les Cazetiers 1er Cru 2010 0,75 l",1,1,92
33014,"Boxler, Albert Sommerberg Riesling Grand Cru 2016 0,75 l(2)",NULL,1,0
33015,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2004 0,75 l",1,1,96
33016,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2004 0,75 l",1,1,96
33017,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2004 0,75 l",1,1,96
33018,"Taittinger Comtes de Champagne Rose Brut 2005 1,5 l",1,1,93
33019,"Chateau Lafite-Rothschild 2001 0,75 l",1,1,94
33020,"Chateau Lafite-Rothschild 2001 0,75 l",1,1,94
33021,"Chateau Latour 2008 0,75 l",1,1,95
33308,"Kaapzicht Estate Steytler Pinotage 2003 0,75 l",NULL,1,0
33023,"Chateau Lynch-Bages 2000 1,5 l",1,1,97
33024,"Chateau Lynch-Bages 2000 1,5 l",1,1,97
33025,"Chateau Mouton-Rothschild 2004 0,75 l",1,1,92
33026,"Chateau Mouton-Rothschild 2004 0,75 l",1,1,92
33027,"Chateau Haut-Brion 2008 0,75 l",1,1,96
33028,"Chateau Pape-Clement Chateau Pape-Clement rouge 1999 1,5 l",1,1,91
33029,"Chateau Clerc-Milon Rothschild 1988 0,75 l(1)",1,1,93
33030,"Chateau Haut-Bailly 1989 0,75 l(1)",NULL,1,0
33031,"Chateau La Mission-Haut-Brion 1986 0,75 l",1,1,97
33032,"Chateau Cheval Blanc 1986 0,75 l",1,1,93
33033,"Chateau Cos d´Estournel 1988 0,75 l",1,1,92
33034,"Chateau Cos d´Estournel 1988 0,75 l",1,1,92
33035,"Giacosa, Bruno Barolo Villero di Castiglione Falletto 1982 0,75 l",NULL,1,0
33036,"Antinori Chianti Classico Peppoli 2009 0,75 l(1)",NULL,1,0
33037,"Durney Vineyards Cabernet Sauvignon Private Reserve 1985 0,75 l",1,1,92
33038,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 2004 0,75 l",1,1,95
33039,"Chateau de Beaucastel Chateauneuf-du-Pape 2004 0,75 l(1)",1,1,94
33040,"Chateau Montrose 2003 0,75 l",1,1,98
33041,"Domaine Mugneret-Gibourg Ruchottes Chambertin Grand Cru 2003 0,75 l",NULL,NULL,0
33042,"Confuron, Jean Jacques Vosne Romanee Les Beaux Monts 1er Cru 1996 0,75 l",1,1,91
33043,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33044,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33383,"Molitor, Markus - Haus Klosterberg Zeltinger Sonnenuhr Riesling Spätlese trocken 1992 0,75 l",NULL,1,0
33045,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33046,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33047,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33048,"Sine Qua Non Icarus Grenache 1999 0,75 l",1,1,93
33049,"Domaine des Lambrays Clos des Lambrays Grand Cru 2000 0,75 l",1,1,90
33050,"Chateau Palmer 1992 0,75 l",NULL,1,0
33051,"Chateau Mouton-Rothschild 1983 0,75 l",1,1,96
33052,"Chateau Mouton-Rothschild 1992 0,75 l(11)",NULL,1,0
33053,"Chateau Figeac 1986 0,75 l(8)",1,1,90
33054,"Dauvissat, Renè et Vincent Chablis Les Clos Grand Cru 2006 1,5 l",1,1,96
33055,"Bollinger Rose Brut 2006 0,75 l",NULL,1,0
33056,"Fillioux, Jean Cognac Grande Champagne 1er Cru NV 0,7 l",NULL,1,0
33057,"Rocca, Bruno Barbaresco 2007 0,75 l",1,1,93
33058,"Antinori Tignanello 2011 0,75 l",1,1,93
33059,"Red Nectar Cabernet Sauvignon 2005 0,75 l",NULL,NULL,0
33060,"Schwarz Wine Company Grenache Thiele Road 2005 0,75 l",NULL,1,0
33061,"Veritas Shiraz Mourvedre ""Pressings"" 1997 0,75 l",1,NULL,90
33062,"Warrenmang Grand Pyrenees 1998 0,75 l",1,NULL,91
33063,"Warrenmang Shiraz 1999 0,75 l",NULL,NULL,0
33064,"Warrenmang Shiraz 1999 0,75 l",NULL,NULL,0
33065,"Andersons Conn Valley Chardonnay 1997 0,75 l",NULL,NULL,0
33066,"Andersons Conn Valley Chardonnay 1997 0,75 l",NULL,NULL,0
33067,"Bacio Divino Proprietary Red 2000 0,75 l",1,1,90
33068,"Bacio Divino Proprietary Red 2000 0,75 l",1,1,90
33069,"Chateau Pichon Longueville Comtesse de Lalande 2002 0,75 l",1,1,94
33070,"Chateau Pichon Longueville Comtesse de Lalande 2002 0,75 l(1)",1,1,94
33071,"Chateau l´Evangile 1994 0,75 l",1,1,90
33072,"Chateau l´Evangile 1994 0,75 l",1,1,90
33073,"Chateau l´Evangile 1994 0,75 l",1,1,90
33074,"Chateau l´Evangile 1994 0,75 l",1,1,90
33075,"Chateau Ausone 1993 0,75 l",NULL,1,0
33076,"Chateau Beau Sejour-Becot 1998 0,75 l",1,1,91
33077,"Chateau Beau Sejour-Becot 1998 0,75 l",1,1,91
33078,"Chateau l´Angelus Carillon de Angelus, 2e vin de l´Angelus 1996 0,75 l",NULL,1,0
33079,"Clos Fourtet 2015 0,75 l",1,1,94
33080,"Chateau Calon-Segur 2014 0,75 l",1,1,92
33081,"Chateau Montrose 2008 0,75 l",1,1,94
33082,"Chateau Ducru-Beaucaillou 2014 0,75 l(1)",1,1,96
33083,"Chateau d´ Yquem 1994 0,75 l",NULL,1,0
33084,"Chateau d´ Yquem 1997 0,375 l(1)",1,1,95
33085,"Villion  Chenin Blanc  2020 0,75 l",NULL,1,0
33086,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",NULL,1,0
33087,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,1,0
33088,"Druk-My-Niet Syrah Mirus 2016 1,5 l",NULL,NULL,0
33089,"Villa Terlina Barbera D'Asti Monsicuro 2001 1,5 l(1)",1,1,96
33090,"Antinori Tignanello 2003 3,0 l",1,1,92
33091,"Antinori Tignanello 2003 1,5 l(1)",1,1,92
33092,"Pichler, F.X. Loibner Berg Riesling Smaragd 2003 1,5 l(1)",1,1,90
33390,"Montevertine 1989 0,75 l",NULL,1,0
33093,"Chateau Carbonnieux Chateau Carbonnieux rouge 2005 0,75 l",1,1,91
33094,"Chateau du Tertre 2002 0,75 l",NULL,1,0
33095,"Chateau du Tertre 2005 0,75 l",1,1,90
33096,"Chateau Giscours 2002 0,75 l",1,1,91
33097,"Chateau Monbrison 2005 0,75 l",1,1,91
33098,"Chateau Palmer 2003 0,75 l",1,1,92
33099,"Avennia Sestina Red 2015 0,75 l",1,1,96
33100,"Quilceda Creek Cabernet Sauvignon 2016 0,75 l",1,1,98
33101,"Quilceda Creek Cabernet Sauvignon 2016 0,75 l",1,1,98
33102,"Quilceda Creek Proprietary Red 2009 0,75 l",1,1,92
33103,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",1,1,94
33104,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",1,1,94
33105,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",1,1,94
33106,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33107,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33108,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33109,"Chateau Leoville Las Cases 1988 0,75 l",1,1,92
33110,"Continuum Estate Continuum Propriertary Red 2017 0,375 l",1,1,97
33111,"Case Basse di Gianfranco Soldera Rosso di Montalcino 1986 0,75 l",NULL,1,0
33112,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33113,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33114,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33115,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33116,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33117,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33118,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33119,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,NULL,94
33120,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l",1,NULL,94
33121,"Pichler, Rudi Roter Veltliner Smaragd 2003 0,75 l(2)",NULL,1,0
33122,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33123,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33124,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33125,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33126,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33127,"Taittinger Comtes de Champagne Blanc de Blancs Brut 2004 0,75 l",1,1,96
33128,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",1,1,94
33129,"Domaine de Cristia Chateauneuf-du-Pape ""Vielles Vignes"" 2010 0,75 l",1,1,97
33130,"Chateau Canon 2016 0,75 l",1,1,98
33131,"Chateau Lanessan 1996 0,75 l",NULL,1,0
33132,"Chateau de Camensac 1979 0,75 l(1)",NULL,1,0
33487,"Feiler-Artinger Solitaire 2000 0,75 l",NULL,1,0
33133,"Greenock Creek Roennfeldt Road Shiraz 2009 0,75 l",1,NULL,96
33134,"Ruinart Dom Ruinart Blanc de Blancs Brut 1996 0,75 l",1,1,93
33135,"Mas de Boislauzon Chateauneuf-du-Pape 2008 0,75 l",1,NULL,90
33136,"Marques de Murrieta Castillo Ygay Gran Reserva Especial 1970 0,75 l",1,1,93
33137,"Chateau La Gaffeliere 1970 0,75 l",NULL,1,0
33139,"Chateau Lafite-Rothschild 1994 0,75 l",1,NULL,90
33140,"Lechner Kremser Sandgrube Grüner Veltliner Auslese trocken 1999 0,5 l",NULL,1,0
33141,"Chateau Calon-Segur 2004 1,5 l",1,1,90
33142,"Chateau La Louviere Chateau La Louviere rouge 1999 0,75 l",NULL,1,0
33143,"Neyret-Gachet Fine de Chateau Grillet Eau de Vie de Vin des Cotes du Rhone 45 % NV 0,7 l",NULL,NULL,0
33144,"Fürst, Rudolf Volkacher Karthäuser Chardonnay trocken  2007 0,75 l",NULL,1,0
33145,"Tement, Manfred Sauvignon Blanc Reserve Zieregg 2002 0,75 l",NULL,1,0
33146,"Freie Weingärtner Wachau Weissenkirchner Achleiten Grüner Veltliner Smaragd 2000 1,5 l",1,NULL,90
33147,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2006 0,75 l",1,1,94
33148,"Sempe Armagnac 1953 0,7 l",NULL,NULL,0
33150,"Chateau Ducru-Beaucaillou 1994 0,75 l",1,1,90
33151,"Chateau Leoville-Barton 1994 0,75 l",1,1,90
33152,"Chateau Leoville-Barton 1995 0,75 l",1,1,91
33153,"Cantina Mascarello Barolo 1971 0,75 l",NULL,1,0
33154,"Ceretto Barbaresco Bricco Asili 1978 0,75 l(1)",NULL,1,0
33155,"Giacosa, Bruno Barbaresco Santo Stefano 1980 0,75 l",NULL,1,0
33156,"Antinori Solaia 1982 0,75 l",1,NULL,91
33157,"Antinori Solaia 1985 0,75 l",1,1,95
33387,"Molitor, Markus - Haus Klosterberg Zeltinger Sonnenuhr Riesling Spätlese trocken 1994 0,75 l",NULL,1,0
33158,"Castello dei Rampolla Sammarco 1986 0,75 l(1)",NULL,1,0
33159,"Chateau Cantenac-Brown 2008 0,75 l(3)",1,1,90
33160,"Chateau Ferriere 2011 0,75 l",NULL,1,0
33161,"Chateau Ferriere 2014 0,75 l",NULL,1,0
33162,"Chateau Ferriere 2014 0,75 l",NULL,1,0
33163,"Chateau Ferriere 2014 1,5 l",NULL,1,0
33164,"Chateau Ferriere 2014 3,0 l",NULL,1,0
33165,"Chateau Ferriere 2014 3,0 l",NULL,1,0
33166,"Chateau Ferriere 2014 6,0 l",NULL,1,0
33167,"Chateau Ferriere 2014 6,0 l",NULL,1,0
33168,"Chateau Batailley 2006 0,75 l(2)",1,1,91
33169,"Bodegas Berberana Vina Alarde Gran Reserva 1995 0,75 l",NULL,NULL,0
33170,"Chateau l´Angelus 1993 0,75 l",1,1,92
33171,"Freiherr Langwerth von Simmern´sches Rentamt Erbacher Marcobrunn Riesling Beerenauslese 1990 0,5 l",NULL,NULL,0
33172,"Duc de Maravat Vieux Armagnac 1963 0,7 l",NULL,1,0
33173,"Domaine Drouhin Pinot Noir 2012 0,75 l",NULL,NULL,0
33174,"Bodegas Senorio Gran Paulet Reserva 1984 0,5 l",NULL,NULL,0
33175,"Bodegas Berberana Vina Alarde Gran Reserva 1998 0,75 l",NULL,1,0
33176,"Giacosa, Bruno Barbaresco Santo Stefano di Neive Riserva 1998 0,75 l",1,NULL,93
33177,"Bouchard, Pere & Fils Bonnes Mares Grand Cru 2004 0,75 l",NULL,1,0
33178,"Chateau de Haute Serre Chateau de Haute Serre Cuvee Prestige Geron Dadine 2015 0,75 l",NULL,NULL,0
33179,"Taittinger Comtes de Champagne Rose Brut 2005 1,5 l",1,1,93
33180,"Taittinger Comtes de Champagne Rose Brut 2005 1,5 l",1,1,93
33181,"Huber, Bernhard Chardonnay Alte Reben 2016 0,75 l",NULL,1,0
33182,"Kühn, Peter Jakob Oestricher Doosberg Riesling Erstes Gewächs 2015 0,75 l",1,1,96
33183,"Moet & Chandon Dom Perignon Brut 1961 0,75 l",NULL,NULL,0
33184,"Chateau d'Aiguilhe 1976 0,75 l(2)",NULL,1,0
33185,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2013 0,75 l",1,1,94
33186,"Breuer, Georg Rüdesheimer Berg Rottland Riesling trocken 2008 0,75 l",NULL,1,0
33187,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
33188,"Krug Grande Cuvee Brut NV 0,75 l",1,1,91
33189,"Chateau Pape-Clement Chateau Pape-Clement rouge 2005 0,75 l",1,1,99
33190,"Chateau La Providence 2005 0,75 l",1,1,93
33191,"Chateau Petrus 2003 0,75 l",1,1,93
33192,"Chateau Petrus 2007 0,75 l",1,1,93
33193,"Domaine Jamet Cote Rotie 1999 1,5 l",1,1,97
33194,"Chateau Cheval Blanc 2001 0,75 l",1,1,93
33195,"Chateau l´Angelus 1998 0,75 l",1,1,98
33196,"Chateau l´Angelus 1998 0,75 l",1,1,98
33197,"Chateau La Gaffeliere 2005 0,75 l",1,1,96
33198,"Chateau Gruaud-Larose 2000 0,75 l",1,1,94
33199,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 2004 0,75 l",1,1,95
33200,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 2004 0,75 l",1,1,95
33201,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33202,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33203,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33204,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33205,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33206,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33207,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33208,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33209,"Molitor, Markus - Haus Klosterberg Erdener Treppchen Riesling Kabinett  1981 0,75 l",NULL,1,0
33210,"Molitor, Markus - Haus Klosterberg Graacher Domprobst Riesling Kabinett halbtrocken 1996 0,75 l(7)",NULL,1,0
33211,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese  1988 0,75 l",NULL,1,0
33212,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese  1988 0,75 l(3)",NULL,1,0
33213,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese trocken 1992 0,75 l",NULL,1,0
33214,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese trocken 1992 0,75 l",NULL,1,0
33215,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese trocken 1992 0,75 l",NULL,1,0
33216,"Molitor, Markus - Haus Klosterberg Graacher Himmelreich Riesling Spätlese trocken 1992 0,75 l",NULL,1,0
33217,"Molitor, Markus - Haus Klosterberg Trabener Würzgarten Riesling Spätlese trocken 1994 0,75 l(4)",NULL,1,0
33218,"Molitor, Markus - Haus Klosterberg Trabener Würzgarten Riesling Spätlese trocken 1994 0,75 l(3)",NULL,1,0
33219,"Fontodi Flaccianello 2007 0,75 l",1,1,91
33220,"San Felice Brunello di Montalcino Campogiovanni 2005 0,75 l",NULL,1,0
33221,"The Wild Boys of Batonnage Club Batonnage 2012 0,75 l",NULL,1,0
33222,"Neumeister Grauburgunder Saziani 2008 0,75 l",NULL,1,0
33223,"Chateau La Conseillante 1990 0,75 l",1,1,94
33224,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",NULL,1,0
33225,"Bollinger Grande Annee Brut 1996 0,75 l",1,1,93
33226,"Bollinger Grande Annee Brut 1999 0,75 l",1,1,94
33227,"Bollinger Vintage R.D. Extra Brut 1990 0,75 l",1,1,97
33228,"Bollinger Vintage R.D. Extra Brut 1990 0,75 l",1,1,97
33229,"Kongsgaard Chardonnay 2006 0,75 l",1,1,91
33230,"Kongsgaard Chardonnay 2006 0,75 l",1,1,91
33231,"Levy and McClellan Cabernet Sauvignon 2006 0,75 l",1,1,95
33232,"Mer Soleil Chardonnay Barrel Fermented 1997 0,75 l",NULL,NULL,0
33233,"Domaine Ramonet Bienvenues Batard Montrachet Grand Cru 2018 0,75 l",NULL,1,0
33234,"Domaine Ramonet Chassagne-Montrachet Les Ruchottes 1er Cru 2017 0,75 l",1,1,93
33388,"Molitor, Markus - Haus Klosterberg Zeltinger Sonnenuhr Riesling Spätlese trocken 1994 0,75 l",NULL,1,0
33235,"Domaine Ramonet Chassagne-Montrachet Les Ruchottes 1er Cru 2017 1,5 l",1,1,93
33236,"Chateau Rauzan-Segla 2018 0,75 l",1,1,98
33237,"Chateau Rauzan-Segla 2018 0,75 l",1,1,98
33238,"Chateau Rauzan-Segla 2018 0,75 l",1,1,98
33239,"Chateau l´Angelus Carillon de Angelus, 2e vin de l´Angelus 1996 0,75 l",NULL,1,0
33240,"Chateau l´Angelus Carillon de Angelus, 2e vin de l´Angelus 1996 0,75 l",NULL,1,0
33244,"Clos Fourtet 2005 0,75 l",1,1,98
33245,"Clos Fourtet 2005 0,75 l",1,1,98
33246,"Clos Fourtet 2005 0,75 l",1,1,98
33247,"Antinori Tignanello 2005 0,75 l",1,1,92
33248,"Antinori Tignanello 2005 0,75 l",1,1,92
33249,"Druk-My-Niet T3 Rosé  2021 1,5 l",NULL,1,0
33250,"Mellasat Chardonnay 2013 0,75 l",NULL,1,0
33251,"Marklew Chardonnay 2014 0,75 l",NULL,1,0
33252,"Openwines Winery Akkura Gewürztraminer  2019 0,75 l",NULL,1,0
33253,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Abtsberg Riesling Alte Reben trocken 2008 3,0 l",NULL,1,0
33254,"Fürst von Metternich-Winneburg'sches Domänen Rentamt/ Schloß Johannisberg Schloß Johannisberg Riesling Spätlese Grünlack 2008 1,5 l(1)",NULL,1,0
33255,"Chateau de Pibarnon Bandol rouge 2007 3,0 l",1,NULL,91
33256,"Domaine Tempier Cabassaou Bandol rouge 2001 1,5 l",NULL,1,0
33257,"Chateau Rayas Fonsalette Cote du Rhone Reserve 2008 0,75 l",NULL,1,0
33258,"Domaine de Ferrand Chateauneuf-du-Pape 2010 1,5 l(1)",1,1,96
33389,"Montevertine 1989 0,75 l",NULL,1,0
33259,"Chateau Palmer 2004 0,75 l",1,1,94
33260,"Chateau Palmer 2004 0,75 l",1,1,94
33261,"Chateau Rauzan Segla 2005 0,75 l",1,1,95
33262,"Chateau Tour Haut Caussan 2005 0,75 l",NULL,1,0
33263,"Chateau Poujeaux 2005 0,75 l",NULL,1,0
33264,"Chateau Poujeaux 2005 0,75 l",NULL,1,0
33265,"Chateau Lynch-Bages 2003 0,75 l",1,1,94
33266,"Chateau Mouton-Rothschild 2005 0,75 l",1,1,98
33267,"Chateau Pichon Longueville Baron 2003 0,75 l",1,1,94
33268,"Chateau Pichon Longueville Baron 2005 0,75 l",1,1,93
33269,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33270,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33271,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1,92
33272,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33273,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33274,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33275,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33276,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33277,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,96
33278,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,1,98
33279,"Moet & Chandon Dom Perignon Cuvee Oenotheque Brut 1995 0,75 l",1,1,96
33280,"Moet & Chandon Dom Perignon Plenitude ""P2"" Brut 1998 0,75 l",1,1,96
33281,"Chateau Margaux 1969 0,75 l",NULL,1,0
33282,"Continuum Estate Continuum Propriertary Red 2017 1,5 l",1,1,97
33283,"Chateau Beaumont 1989 0,75 l(1)",NULL,1,0
33284,"Heredia, Lopez Vina Tondonia 1954 0,75 l",NULL,1,0
33285,"Ojai Syrah Roll Ranch Vineyard 2005 0,75 l(5)",1,1,91
33286,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 1,5 l",1,1,92
